TrialIndex,Order,StimType,FX/IMG,ImagePreseneted,Xcoordinate,Ycoordinate,Response,RT, TimePassed
1,1,LLP,-,Stimuli/Fractals/68c.jpg,300.000000,0.000000,f,0.002083,0.013937
