TrialIndex,Jitter,ScannerRun,BlockNr,TrialType,StimType,CurrentImage,CurrentX,CurrentY,EncodingTrialIndex,EncodingStimType,EncodingImage,EncodingXcoordinate,EncodingYcoordinate,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,rec_practice_blocks.thisRepN,rec_practice_blocks.thisTrialN,rec_practice_blocks.thisN,rec_practice_blocks.thisIndex,rec_runs.thisRepN,rec_runs.thisTrialN,rec_runs.thisN,rec_runs.thisIndex,rec_blocks.thisRepN,rec_blocks.thisTrialN,rec_blocks.thisN,rec_blocks.thisIndex,rec_trials.thisRepN,rec_trials.thisTrialN,rec_trials.thisN,rec_trials.thisIndex,start_recognition_text.started,start_recognition_text.stopped,rec_instructions_1_text.started,rec_instructions_1_text.stopped,rec_instructions_1_key.keys,rec_instructions_1_key.rt,rec_instructions_1_key.started,rec_instructions_1_key.stopped,rec_instructions_1_continue.started,rec_instructions_1_continue.stopped,rec_instructions2_text.started,rec_instructions2_text.stopped,rec_instructions_2_key.keys,rec_instructions_2_key.rt,rec_instructions_2_key.started,rec_instructions_2_key.stopped,rec_instructions_2_continue.started,rec_instructions_2_continue.stopped,rec_instruction_2_title.started,rec_instruction_2_title.stopped,rec_instrauction_3_text.started,rec_instrauction_3_text.stopped,rec_instructions_3_key.keys,rec_instructions_3_key.rt,rec_instructions_3_key.started,rec_instructions_3_key.stopped,rec_instructions_3_continue.started,rec_instructions_3_continue.stopped,rec_instruction_3_title.started,rec_instruction_3_title.stopped,rec_instructions_4_text.started,rec_instructions_4_text.stopped,rec_instructions_4_key.keys,rec_instructions_4_key.rt,rec_instructions_4_key.started,rec_instructions_4_key.stopped,rec_instructions_4_continue.started,rec_instructions_4_continue.stopped,start_practice_text.started,start_practice_text.stopped,end_practice_text.started,end_practice_text.stopped,end_practice_key.keys,end_practice_key.rt,end_practice_key.started,end_practice_key.stopped,end_practice_continue.started,end_practice_continue.stopped,trigger_time,start_MR_text.started,start_MR_text.stopped,start_MR_trigger.keys,start_MR_trigger.rt,start_MR_trigger.started,start_MR_trigger.stopped,triggers,start_rec_run_text.started,start_rec_run_text.stopped,start_rec_block_text.started,start_rec_block_text.stopped,loop_start_time,fx_start_time,rec_fx_interior.started,rec_fx_interior.stopped,rec_fx_cross.started,rec_fx_cross.stopped,rec_fx_key.keys,rec_fx_key.started,rec_fx_key.stopped,rec_fx_text_block.started,rec_fx_text_block.stopped,rec_fx_instructions_text.started,rec_fx_instructions_text.stopped,trial_start_time,stimulus_start_time,rec_trial_interior.started,rec_trial_interior.stopped,rec_trial_main_image.started,rec_trial_main_image.stopped,rec_trial_key.keys,rec_trial_key.rt,rec_trial_key.started,rec_trial_key.stopped,rec_trial_text_block.started,rec_trial_text_block.stopped,rec_trial_instructions_text.started,rec_trial_instructions_text.stopped,rec_fx_key.rt,end_rec_run_text.started,end_rec_run_text.stopped,end_rec_run_key.keys,end_rec_run_key.rt,end_rec_run_key.started,end_rec_run_key.stopped,end_experiment_text.started,end_experiment_text.stopped,end_experiment_key.keys,end_experiment_key.rt,end_experiment_key.started,end_experiment_key.stopped,ID,practice,date,expName,psychopyVersion,frameRate,
8,1000,None,1,OBJ,TARGET,stimuli/fractals/4a.jpg,0.078125,0.4166666666666667,4.0,ERP,stimuli/fractals/4a.jpg,0.078125,0.4166666666666667,stimuli/fractals/4a.jpg,stimuli/fractals/4b.jpg,stimuli/fractals/4c.jpg,0.078125,0.4166666666666667,0.234375,0.4166666666666667,0.078125,0.1388888888888889,-0.390625,-0.1388888888888889,,,,,1,0,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.70315309999933,None,110.70315309999933,None,None,,110.70315309999933,None,110.70315309999933,None,110.70315309999933,None,,,,,,,,,,,,,,111111,0,2020_Sep_03_1310,terkepesz-recognition,2020.1.3,60.0079810614542,
9,2000,None,1,OBJ,TARGET,stimuli/fractals/7c.jpg,0.390625,0.1388888888888889,8.0,ERP,stimuli/fractals/7c.jpg,0.390625,0.1388888888888889,stimuli/fractals/7c.jpg,stimuli/fractals/7b.jpg,stimuli/fractals/7a.jpg,0.390625,0.1388888888888889,0.390625,-0.1388888888888889,0.390625,0.4166666666666667,-0.234375,0.4166666666666667,,,,,1,0,1,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.099581200000102,,,,,,14.583124900000257,114.6697409999997,None,114.6697409999997,None,None,114.6697409999997,None,114.6697409999997,None,114.6697409999997,None,16.59642900000017,16.616132600000128,,,,,,,,,,,,,,,,,,,,,,,,,,111111,0,2020_Sep_03_1310,terkepesz-recognition,2020.1.3,60.0079810614542,
9,2000,None,1,OBJ,TARGET,stimuli/fractals/7c.jpg,0.390625,0.1388888888888889,8.0,ERP,stimuli/fractals/7c.jpg,0.390625,0.1388888888888889,stimuli/fractals/7c.jpg,stimuli/fractals/7b.jpg,stimuli/fractals/7a.jpg,0.390625,0.1388888888888889,0.390625,-0.1388888888888889,0.390625,0.4166666666666667,-0.234375,0.4166666666666667,,,,,1,0,1,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.70300609999958,None,116.70300609999958,None,c,3.560267400000157,116.70300609999958,None,116.70300609999958,None,116.70300609999958,None,,,,,,,,,,,,,,111111,0,2020_Sep_03_1310,terkepesz-recognition,2020.1.3,60.0079810614542,
10,2000,None,1,OBJ,FOIL,stimuli/fractals/68c.jpg,-0.078125,-0.4166666666666667,0.0,FOIL,None,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,,,,,1,0,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.317931300000055,,,120.68624089999958,None,22.100081100000352,22.116167099999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111111,0,2020_Sep_03_1310,terkepesz-recognition,2020.1.3,60.0079810614542,
10,2000,None,1,OBJ,FOIL,stimuli/fractals/68c.jpg,-0.078125,-0.4166666666666667,0.0,FOIL,None,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,,,,,1,0,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.834940099999585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111111,0,2020_Sep_03_1310,terkepesz-recognition,2020.1.3,60.0079810614542,
10,2000,None,1,OBJ,FOIL,stimuli/fractals/68c.jpg,-0.078125,-0.4166666666666667,0.0,FOIL,None,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,,,,,1,0,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.199979099999837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111111,0,2020_Sep_03_1310,terkepesz-recognition,2020.1.3,60.0079810614542,
10,2000,None,1,OBJ,FOIL,stimuli/fractals/68c.jpg,-0.078125,-0.4166666666666667,0.0,FOIL,None,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,,,,,1,0,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.58495740000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111111,0,2020_Sep_03_1310,terkepesz-recognition,2020.1.3,60.0079810614542,
10,2000,None,1,OBJ,FOIL,stimuli/fractals/68c.jpg,-0.078125,-0.4166666666666667,0.0,FOIL,None,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,,,,,1,0,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.949993000000177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111111,0,2020_Sep_03_1310,terkepesz-recognition,2020.1.3,60.0079810614542,
10,2000,None,1,OBJ,FOIL,stimuli/fractals/68c.jpg,-0.078125,-0.4166666666666667,0.0,FOIL,None,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,,,,,1,0,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.29987280000023,,,,,,,122.20287120000012,None,122.20287120000012,None,None,122.20287120000012,None,122.20287120000012,None,122.20287120000012,None,24.119162300000426,24.13312020000012,,,,,,,,,,,,,,,,,,,,,,,,,,111111,0,2020_Sep_03_1310,terkepesz-recognition,2020.1.3,60.0079810614542,
10,2000,None,1,OBJ,FOIL,stimuli/fractals/68c.jpg,-0.078125,-0.4166666666666667,0.0,FOIL,None,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,,,,,1,0,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.649586499999714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111111,0,2020_Sep_03_1310,terkepesz-recognition,2020.1.3,60.0079810614542,
10,2000,None,1,OBJ,FOIL,stimuli/fractals/68c.jpg,-0.078125,-0.4166666666666667,0.0,FOIL,None,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,,,,,1,0,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.98477660000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111111,0,2020_Sep_03_1310,terkepesz-recognition,2020.1.3,60.0079810614542,
10,2000,None,1,OBJ,FOIL,stimuli/fractals/68c.jpg,-0.078125,-0.4166666666666667,0.0,FOIL,None,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,,,,,1,0,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.717685900000106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111111,0,2020_Sep_03_1310,terkepesz-recognition,2020.1.3,60.0079810614542,
10,2000,None,1,OBJ,FOIL,stimuli/fractals/68c.jpg,-0.078125,-0.4166666666666667,0.0,FOIL,None,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,,,,,1,0,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.066617000000406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111111,0,2020_Sep_03_1310,terkepesz-recognition,2020.1.3,60.0079810614542,
10,2000,None,1,OBJ,FOIL,stimuli/fractals/68c.jpg,-0.078125,-0.4166666666666667,0.0,FOIL,None,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,,,,,1,0,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.349872499999947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111111,0,2020_Sep_03_1310,terkepesz-recognition,2020.1.3,60.0079810614542,
10,2000,None,1,OBJ,FOIL,stimuli/fractals/68c.jpg,-0.078125,-0.4166666666666667,0.0,FOIL,None,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,,,,,1,0,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.949481300000116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111111,0,2020_Sep_03_1310,terkepesz-recognition,2020.1.3,60.0079810614542,
10,2000,None,1,OBJ,FOIL,stimuli/fractals/68c.jpg,-0.078125,-0.4166666666666667,0.0,FOIL,None,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,,,,,1,0,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.299868699999934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111111,0,2020_Sep_03_1310,terkepesz-recognition,2020.1.3,60.0079810614542,
10,2000,None,1,OBJ,FOIL,stimuli/fractals/68c.jpg,-0.078125,-0.4166666666666667,0.0,FOIL,None,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,,,,,1,0,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.59958060000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111111,0,2020_Sep_03_1310,terkepesz-recognition,2020.1.3,60.0079810614542,
10,2000,None,1,OBJ,FOIL,stimuli/fractals/68c.jpg,-0.078125,-0.4166666666666667,0.0,FOIL,None,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,,,,,1,0,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.21949179999956,None,124.21949179999956,None,b,3.7477950999991663,124.21949179999956,None,124.21949179999956,None,124.21949179999956,None,,,,,,,,,,,,,,111111,0,2020_Sep_03_1310,terkepesz-recognition,2020.1.3,60.0079810614542,
11,6000,None,1,OBJ,LURE,stimuli/fractals/25a.jpg,0.390625,0.4166666666666667,3.0,LLP,stimuli/fractals/25c.jpg,0.390625,0.4166666666666667,stimuli/fractals/25c.jpg,stimuli/fractals/25b.jpg,stimuli/fractals/25a.jpg,0.390625,0.4166666666666667,0.234375,0.4166666666666667,0.390625,0.1388888888888889,-0.078125,-0.4166666666666667,,,,,1,0,1,0,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.199968199999603,,,,,,28.13212079999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111111,0,2020_Sep_03_1310,terkepesz-recognition,2020.1.3,60.0079810614542,
11,6000,None,1,OBJ,LURE,stimuli/fractals/25a.jpg,0.390625,0.4166666666666667,3.0,LLP,stimuli/fractals/25c.jpg,0.390625,0.4166666666666667,stimuli/fractals/25c.jpg,stimuli/fractals/25b.jpg,stimuli/fractals/25a.jpg,0.390625,0.4166666666666667,0.234375,0.4166666666666667,0.390625,0.1388888888888889,-0.078125,-0.4166666666666667,,,,,1,0,1,0,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.566684800000075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111111,0,2020_Sep_03_1310,terkepesz-recognition,2020.1.3,60.0079810614542,
11,6000,None,1,OBJ,LURE,stimuli/fractals/25a.jpg,0.390625,0.4166666666666667,3.0,LLP,stimuli/fractals/25c.jpg,0.390625,0.4166666666666667,stimuli/fractals/25c.jpg,stimuli/fractals/25b.jpg,stimuli/fractals/25a.jpg,0.390625,0.4166666666666667,0.234375,0.4166666666666667,0.390625,0.1388888888888889,-0.078125,-0.4166666666666667,,,,,1,0,1,0,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.166702200000145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111111,0,2020_Sep_03_1310,terkepesz-recognition,2020.1.3,60.0079810614542,
11,6000,None,1,OBJ,LURE,stimuli/fractals/25a.jpg,0.390625,0.4166666666666667,3.0,LLP,stimuli/fractals/25c.jpg,0.390625,0.4166666666666667,stimuli/fractals/25c.jpg,stimuli/fractals/25b.jpg,stimuli/fractals/25a.jpg,0.390625,0.4166666666666667,0.234375,0.4166666666666667,0.390625,0.1388888888888889,-0.078125,-0.4166666666666667,,,,,1,0,1,0,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.749571499999547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111111,0,2020_Sep_03_1310,terkepesz-recognition,2020.1.3,60.0079810614542,
11,6000,None,1,OBJ,LURE,stimuli/fractals/25a.jpg,0.390625,0.4166666666666667,3.0,LLP,stimuli/fractals/25c.jpg,0.390625,0.4166666666666667,stimuli/fractals/25c.jpg,stimuli/fractals/25b.jpg,stimuli/fractals/25a.jpg,0.390625,0.4166666666666667,0.234375,0.4166666666666667,0.390625,0.1388888888888889,-0.078125,-0.4166666666666667,,,,,1,0,1,0,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.767992899999626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111111,0,2020_Sep_03_1310,terkepesz-recognition,2020.1.3,60.0079810614542,
11,6000,None,1,OBJ,LURE,stimuli/fractals/25a.jpg,0.390625,0.4166666666666667,3.0,LLP,stimuli/fractals/25c.jpg,0.390625,0.4166666666666667,stimuli/fractals/25c.jpg,stimuli/fractals/25b.jpg,stimuli/fractals/25a.jpg,0.390625,0.4166666666666667,0.234375,0.4166666666666667,0.390625,0.1388888888888889,-0.078125,-0.4166666666666667,,,,,1,0,1,0,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.18393730000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111111,0,2020_Sep_03_1310,terkepesz-recognition,2020.1.3,60.0079810614542,
11,6000,None,1,OBJ,LURE,stimuli/fractals/25a.jpg,0.390625,0.4166666666666667,3.0,LLP,stimuli/fractals/25c.jpg,0.390625,0.4166666666666667,stimuli/fractals/25c.jpg,stimuli/fractals/25b.jpg,stimuli/fractals/25a.jpg,0.390625,0.4166666666666667,0.234375,0.4166666666666667,0.390625,0.1388888888888889,-0.078125,-0.4166666666666667,,,,,1,0,1,0,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.01797530000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111111,0,2020_Sep_03_1310,terkepesz-recognition,2020.1.3,60.0079810614542,
11,6000,None,1,OBJ,LURE,stimuli/fractals/25a.jpg,0.390625,0.4166666666666667,3.0,LLP,stimuli/fractals/25c.jpg,0.390625,0.4166666666666667,stimuli/fractals/25c.jpg,stimuli/fractals/25b.jpg,stimuli/fractals/25a.jpg,0.390625,0.4166666666666667,0.234375,0.4166666666666667,0.390625,0.1388888888888889,-0.078125,-0.4166666666666667,,,,,1,0,1,0,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.33395569999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111111,0,2020_Sep_03_1310,terkepesz-recognition,2020.1.3,60.0079810614542,
11,6000,None,1,OBJ,LURE,stimuli/fractals/25a.jpg,0.390625,0.4166666666666667,3.0,LLP,stimuli/fractals/25c.jpg,0.390625,0.4166666666666667,stimuli/fractals/25c.jpg,stimuli/fractals/25b.jpg,stimuli/fractals/25a.jpg,0.390625,0.4166666666666667,0.234375,0.4166666666666667,0.390625,0.1388888888888889,-0.078125,-0.4166666666666667,,,,,1,0,1,0,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.649988699999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111111,0,2020_Sep_03_1310,terkepesz-recognition,2020.1.3,60.0079810614542,
11,6000,None,1,OBJ,LURE,stimuli/fractals/25a.jpg,0.390625,0.4166666666666667,3.0,LLP,stimuli/fractals/25c.jpg,0.390625,0.4166666666666667,stimuli/fractals/25c.jpg,stimuli/fractals/25b.jpg,stimuli/fractals/25a.jpg,0.390625,0.4166666666666667,0.234375,0.4166666666666667,0.390625,0.1388888888888889,-0.078125,-0.4166666666666667,,,,,1,0,1,0,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.96661779999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111111,0,2020_Sep_03_1310,terkepesz-recognition,2020.1.3,60.0079810614542,
11,6000,None,1,OBJ,LURE,stimuli/fractals/25a.jpg,0.390625,0.4166666666666667,3.0,LLP,stimuli/fractals/25c.jpg,0.390625,0.4166666666666667,stimuli/fractals/25c.jpg,stimuli/fractals/25b.jpg,stimuli/fractals/25a.jpg,0.390625,0.4166666666666667,0.234375,0.4166666666666667,0.390625,0.1388888888888889,-0.078125,-0.4166666666666667,,,,,1,0,1,0,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.316367499999615,,,,,,,128.21943999999985,None,128.21943999999985,None,b,128.21943999999985,None,128.21943999999985,None,128.21943999999985,None,34.1619727999996,34.18197669999972,,,,,,,,,,,,,3.58796220000022,,,,,,,,,,,,,111111,0,2020_Sep_03_1310,terkepesz-recognition,2020.1.3,60.0079810614542,
11,6000,None,1,OBJ,LURE,stimuli/fractals/25a.jpg,0.390625,0.4166666666666667,3.0,LLP,stimuli/fractals/25c.jpg,0.390625,0.4166666666666667,stimuli/fractals/25c.jpg,stimuli/fractals/25b.jpg,stimuli/fractals/25a.jpg,0.390625,0.4166666666666667,0.234375,0.4166666666666667,0.390625,0.1388888888888889,-0.078125,-0.4166666666666667,,,,,1,0,1,0,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.73337249999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111111,0,2020_Sep_03_1310,terkepesz-recognition,2020.1.3,60.0079810614542,
11,6000,None,1,OBJ,LURE,stimuli/fractals/25a.jpg,0.390625,0.4166666666666667,3.0,LLP,stimuli/fractals/25c.jpg,0.390625,0.4166666666666667,stimuli/fractals/25c.jpg,stimuli/fractals/25b.jpg,stimuli/fractals/25a.jpg,0.390625,0.4166666666666667,0.234375,0.4166666666666667,0.390625,0.1388888888888889,-0.078125,-0.4166666666666667,,,,,1,0,1,0,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.2692561999993,None,134.2692561999993,None,b,0.7861648000007335,134.2692561999993,None,134.2692561999993,None,134.2692561999993,None,,,,,,,,,,,,,,111111,0,2020_Sep_03_1310,terkepesz-recognition,2020.1.3,60.0079810614542,
12,2000,None,1,OBJ,FOIL,stimuli/fractals/3b.jpg,-0.390625,-0.4166666666666667,0.0,FOIL,None,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,,,,,1,0,1,0,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.14895720000004,138.2358088000001,None,138.2358088000001,None,c,138.2358088000001,None,138.2358088000001,None,138.2358088000001,None,40.160484400000314,40.18183990000034,140.26909609999984,None,140.26909609999984,None,None,,140.26909609999984,None,140.26909609999984,None,140.26909609999984,None,1.9635704000002079,,,,,,,,,,,,,111111,0,2020_Sep_03_1310,terkepesz-recognition,2020.1.3,60.0079810614542,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.68830789999993,146.93560739999975,None,s,1.831727800000408,146.93560739999975,None,0.002267099999698985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.2523317999994,None,right,2.659030200000416,144.2523317999994,None,,,,,,,111111,0,2020_Sep_03_1310,terkepesz-recognition,2020.1.3,60.0079810614542,
13,2000,None,1,OBJ,LURE,stimuli/fractals/110a.jpg,-0.234375,-0.4166666666666667,11.0,ERP,stimuli/fractals/110c.jpg,-0.234375,-0.4166666666666667,stimuli/fractals/110c.jpg,stimuli/fractals/110b.jpg,stimuli/fractals/110a.jpg,-0.234375,-0.4166666666666667,-0.234375,-0.1388888888888889,-0.078125,-0.4166666666666667,0.390625,0.1388888888888889,,,,,2,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.78567649999968,None,149.7856527999993,None,2.5196000999994794,2.549898799999937,151.3191870999999,None,151.3191870999999,None,None,151.3191870999999,None,151.3191870999999,None,151.3191870999999,None,4.56399379999948,4.582948100000067,153.35211729999992,None,153.35211729999992,None,None,,153.35211729999992,None,153.35211729999992,None,153.35211729999992,None,,,,,,,,,,,,,,111111,0,2020_Sep_03_1310,terkepesz-recognition,2020.1.3,60.0079810614542,
14,3000,None,1,OBJ,FOIL,stimuli/fractals/28c.jpg,0.234375,0.4166666666666667,0.0,FOIL,None,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,,,,,2,0,2,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.56690079999953,157.3353490999998,None,157.3353490999998,None,None,157.3353490999998,None,157.3353490999998,None,157.3353490999998,None,11.574506699999802,11.599949299999935,160.36861109999973,None,160.36861109999973,None,None,,160.36861109999973,None,160.36861109999973,None,160.36861109999973,None,,,,,,,,,,,,,,111111,0,2020_Sep_03_1310,terkepesz-recognition,2020.1.3,60.0079810614542,
15,2000,None,1,OBJ,LURE,stimuli/fractals/63c.jpg,-0.078125,-0.4166666666666667,22.0,ERP,stimuli/fractals/63a.jpg,-0.078125,-0.4166666666666667,stimuli/fractals/63a.jpg,stimuli/fractals/63b.jpg,stimuli/fractals/63c.jpg,-0.078125,-0.4166666666666667,-0.234375,-0.4166666666666667,-0.078125,-0.1388888888888889,0.234375,0.4166666666666667,,,,,2,0,2,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.582996099999946,164.3518452999997,None,164.3518452999997,None,None,164.3518452999997,None,164.3518452999997,None,164.3518452999997,None,17.59339170000021,17.615947499999493,166.38512829999945,None,166.38512829999945,None,None,,166.38512829999945,None,166.38512829999945,None,166.38512829999945,None,,,,,,,,,,,,,,111111,0,2020_Sep_03_1310,terkepesz-recognition,2020.1.3,60.0079810614542,
