anatomy_text.started,anatomy_text.stopped,general_instructions_key.keys,general_instructions_key.rt,general_instructions_key.started,general_instructions_key.stopped,general_instructions_continue.started,general_instructions_continue.stopped,choose_video_text.started,choose_video_text.stopped,choose_video_key.keys,choose_video_key.rt,choose_video_key.started,choose_video_key.stopped,loading.started,loading.stopped,loading_text.started,loading_text.stopped,end_video_key.keys,end_video_key.rt,end_video_key.started,end_video_key.stopped,prepare_task_text.started,prepare_task_text.stopped,prepare_task_key.keys,prepare_task_key.rt,prepare_task_key.started,prepare_task_key.stopped,online ID,date,expName,psychopyVersion,frameRate,
23.379416204348672,None,d,3.0249154521443415,28.376742282212945,None,,,,,,,,,,,,,,,,,,,,,,,11mTRK20F,2021_Sep_03_1637,miniTRK,2021.1.4,59.50870298919097,
,,,,,,28.376742282212945,None,31.426731741754338,None,c,5.283564331301022,32.910038747417275,None,,,,,,,,,,,,,,,11mTRK20F,2021_Sep_03_1637,miniTRK,2021.1.4,59.50870298919097,
,,,,,,,,,,,,,,0.013857033394742757,3.0138570333947428,38.213059774803696,None,space,697.3340430322569,49.209376888291445,None,,,,,,,11mTRK20F,2021_Sep_03_1637,miniTRK,2021.1.4,59.50870298919097,
,,,,,,,,,,,,,,,,,,,,,,746.5867700409144,None,space,0.8034399563912302,751.5879682981758,None,11mTRK20F,2021_Sep_03_1637,miniTRK,2021.1.4,59.50870298919097,
