TrialIndex,Jitter,ScannerRun,StimType,Order,Delay,CurrentImage,CurrentX,CurrentY,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,enc_practice_trials.thisRepN,enc_practice_trials.thisTrialN,enc_practice_trials.thisN,enc_practice_trials.thisIndex,enc_runs.thisRepN,enc_runs.thisTrialN,enc_runs.thisN,enc_runs.thisIndex,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,start_encoding_text.started,start_encoding_text.stopped,enc_instructions_1_text.started,enc_instructions_1_text.stopped,enc_instructions_1_image.started,enc_instructions_1_image.stopped,enc_instructions_1_key.keys,enc_instructions_1_key.rt,enc_instructions_1_key.started,enc_instructions_1_key.stopped,instructions_1_continue.started,instructions_1_continue.stopped,enc_instructions_2_text.started,enc_instructions_2_text.stopped,enc_instructions_2_image.started,enc_instructions_2_image.stopped,enc_instructions_2_key.keys,enc_instructions_2_key.rt,enc_instructions_2_key.started,enc_instructions_2_key.stopped,instructions_2_continue.started,instructions_2_continue.stopped,enc_instructions_3_text.started,enc_instructions_3_text.stopped,enc_instructions_3_key.keys,enc_instructions_3_key.rt,enc_instructions_3_key.started,enc_instructions_3_key.stopped,enc_instructions_3_continue.started,enc_instructions_3_continue.stopped,start_practice_text.started,start_practice_text.stopped,end_practice_text.started,end_practice_text.stopped,end_practice_key.keys,end_practice_key.rt,end_practice_key.started,end_practice_key.stopped,end_practice_continue.started,end_practice_continue.stopped,start_MR_text.started,start_MR_text.stopped,start_MR_trigger.keys,start_MR_trigger.rt,start_MR_trigger.started,start_MR_trigger.stopped,trigger_time,start_enc_run_text.started,start_enc_run_text.stopped,start_enc_run_trigger.keys,start_enc_run_trigger.rt,start_enc_run_trigger.started,start_enc_run_trigger.stopped,loop_start_time,fx_start_time,enc_fx_interior.started,enc_fx_interior.stopped,enc_fx_cross.started,enc_fx_cross.stopped,enc_fx_key.keys,enc_fx_key.started,enc_fx_key.stopped,enc_fx_trigger.keys,enc_fx_trigger.rt,enc_fx_trigger.started,enc_fx_trigger.stopped,trial_start_time,stimulus_start_time,enc_trial_interior.started,enc_trial_interior.stopped,enc_trial_main_image.started,enc_trial_main_image.stopped,enc_trial_key.keys,enc_trial_key.rt,enc_trial_key.started,enc_trial_key.stopped,enc_trial_trigger.keys,enc_trial_trigger.rt,enc_trial_trigger.started,enc_trial_trigger.stopped,end_enc_run_text.started,end_enc_run_text.stopped,enc_run_end_key.keys,enc_run_end_key.rt,enc_run_end_key.started,enc_run_end_key.stopped,enc_run_end_continue.started,enc_run_end_continue.stopped,ID,practice,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.060659400000077,None,12.528230999999323,None,12.528230999999323,None,d,0.47837729999992007,17.49476489999961,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Aug_28_1204,TerKepEsz-Encoding_MR,2020.1.3,59.989873709250695,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.49476489999961,None,17.994799499999317,None,17.994799499999317,None,d,0.6431715000007898,22.977978500000063,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Aug_28_1204,TerKepEsz-Encoding_MR,2020.1.3,59.989873709250695,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.977978500000063,None,23.644671799999742,None,d,0.9536954000004698,28.62785349999922,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Aug_28_1204,TerKepEsz-Encoding_MR,2020.1.3,59.989873709250695,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.62785349999922,None,29.6111406,None,30.6277941999997,None,d,1.5461063000002468,31.611099099999592,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Aug_28_1204,TerKepEsz-Encoding_MR,2020.1.3,59.989873709250695,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.611099099999592,None,33.17774199999985,None,['s'],[4.363554000000477],33.17774199999985,None,26.5500949999996,37.560989799999334,None,"['s', 's', 's']","[0.7881806999994296, 1.548209699999461, 2.3245382999994035]",37.560989799999334,None,3.0403784999998607,3.066703100000268,40.61089979999997,None,40.61089979999997,None,None,40.61089979999997,None,"['s', 's']","[0.7046865000002072, 1.4405735999998797]",40.61089979999997,None,5.078693299999941,5.115737199999785,42.660711999999876,None,42.660711999999876,None,c,1.520760500000506,42.660711999999876,None,"['s', 's', 's', 's']","[0.18326509999951668, 0.93560079999952, 2.0557359999993423, 2.6792399999994814]",42.660711999999876,None,,,,,,,,,000000,0,2020_Aug_28_1204,TerKepEsz-Encoding_MR,2020.1.3,59.989873709250695,
2.0,6000.0,1.0,OLP,1.0,3.0,stimuli/fractals/72b.jpg,-0.078125,0.4166666666666667,stimuli/fractals/72b.jpg,stimuli/fractals/72a.jpg,stimuli/fractals/72c.jpg,-0.078125,0.4166666666666667,-0.234375,0.4166666666666667,-0.078125,0.1388888888888889,-0.390625,-0.4166666666666667,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.082685600000332,45.627219899999545,None,45.627219899999545,None,None,45.627219899999545,None,"['s', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's']","[0.28856309999991936, 0.8402882999998837, 1.432293099999697, 2.016657600000144, 2.5526662000002034, 3.0725639000002047, 3.6243412000003445, 4.120651899999757, 4.672503800000413, 5.2085557000000335, 5.720651900000121]",45.627219899999545,None,14.072419899999659,14.099185099999886,51.64373159999923,None,51.64373159999923,None,None,,51.64373159999923,None,"['s', 's', 's', 's', 's', 's']","[0.23223179999968124, 0.7601811999993515, 1.2560542000001078, 1.8158417999993617, 2.3119105999994645, 2.855851799999982]",51.64373159999923,None,,,,,,,,,000000,0,2020_Aug_28_1204,TerKepEsz-Encoding_MR,2020.1.3,59.989873709250695,
3.0,2000.0,1.0,LLP,1.0,5.0,stimuli/fractals/41b.jpg,0.390625,0.4166666666666667,stimuli/fractals/41b.jpg,stimuli/fractals/41a.jpg,stimuli/fractals/41c.jpg,0.390625,0.4166666666666667,0.234375,0.4166666666666667,0.390625,0.1388888888888889,-0.078125,-0.4166666666666667,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.09916919999978,54.64370119999967,None,54.64370119999967,None,None,54.64370119999967,None,"['s', 's', 's']","[0.8882905999998911, 1.3920297000004211, 1.90417669999988]",54.64370119999967,None,19.090198500000042,19.116196400000263,56.660315099999934,None,56.660315099999934,None,None,,56.660315099999934,None,"['s', 's', 's', 's', 's', 's']","[0.3668818000005558, 0.8871272000005774, 1.3907254000005196, 1.9509204000005411, 2.3828533000005336, 2.8390337999999247]",56.660315099999934,None,,,,,,,,,000000,0,2020_Aug_28_1204,TerKepEsz-Encoding_MR,2020.1.3,59.989873709250695,
4.0,1000.0,1.0,ERP,1.0,2.0,stimuli/fractals/115a.jpg,0.078125,0.4166666666666667,stimuli/fractals/115a.jpg,stimuli/fractals/115b.jpg,stimuli/fractals/115c.jpg,0.078125,0.4166666666666667,0.234375,0.4166666666666667,0.078125,0.1388888888888889,-0.390625,-0.1388888888888889,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0435478999998,None,['s'],[2.2500591999996686],72.0435478999998,None,63.298691199999666,74.31015500000012,None,"['s', 's', 's', 's', 's']","[0.6470427000003838, 1.2390377000001536, 1.791066700000556, 2.3352051000001666, 2.863097100000232]",74.31015500000012,None,3.031974800000171,3.0505951000004643,77.34335539999938,None,77.34335539999938,None,None,77.34335539999938,None,"['s', 's']","[0.3319324999993114, 0.8280077999997957]",77.34335539999938,None,4.047602700000425,4.0835806000004595,78.37667319999946,None,78.37667319999946,None,c,0.5805162999995446,78.37667319999946,None,"['s', 's', 's', 's', 's']","[0.2828012999998464, 0.8668255000002318, 1.4188434000006964, 1.8827028000005157, 2.4588246000002982]",78.37667319999946,None,59.66021479999927,None,d,7.369703899999877,64.64351959999931,None,64.64351959999931,None,000000,0,2020_Aug_28_1204,TerKepEsz-Encoding_MR,2020.1.3,59.989873709250695,
5.0,5000.0,1.0,OLP,2.0,0.0,stimuli/fractals/131b.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.066611700000067,81.35993039999994,None,81.35993039999994,None,None,81.35993039999994,None,"['s', 's', 's', 's', 's', 's', 's', 's', 's', 's']","[0.4679006999995181, 0.9478644999999233, 1.4601029999994353, 1.9160499999998137, 2.427894099999321, 2.9158041999999114, 3.3958345999999437, 3.852269499999238, 4.324121899999227, 4.779821499999343]",81.35993039999994,None,12.061449099999663,12.082631100000071,86.37611070000003,None,86.37611070000003,None,c,1.069112099999984,86.37611070000003,None,"['s', 's', 's', 's', 's', 's']","[0.25216610000006767, 0.7000978999994913, 1.4199975999999879, 1.9238934999993944, 2.3958340999997745, 2.8678784999992786]",86.37611070000003,None,,,,,,,,,000000,0,2020_Aug_28_1204,TerKepEsz-Encoding_MR,2020.1.3,59.989873709250695,
6.0,3000.0,1.0,OLP,2.0,0.0,stimuli/fractals/72a.jpg,-0.078125,0.4166666666666667,stimuli/fractals/72b.jpg,stimuli/fractals/72a.jpg,stimuli/fractals/72c.jpg,-0.078125,0.4166666666666667,-0.234375,0.4166666666666667,-0.078125,0.1388888888888889,-0.390625,-0.4166666666666667,,,,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.082603599999857,89.37604269999974,None,89.37604269999974,None,None,89.37604269999974,None,"['s', 's', 's', 's', 's', 's', 's']","[0.2518545000002632, 0.7160626999993838, 1.131812099999479, 1.5318854999995892, 1.923894200000177, 2.363814000000275, 2.763804700000037]",89.37604269999974,None,18.082202499999767,18.09962280000036,92.39265329999944,None,92.39265329999944,None,b,0.5165882999999667,92.39265329999944,None,"['s', 's', 's', 's', 's', 's', 's']","[0.1468603000002986, 0.7389013000001796, 1.2590794999996433, 1.6268581000003906, 2.050836700000218, 2.450869799999964, 2.858865600000172]",92.39265329999944,None,,,,,,,,,000000,0,2020_Aug_28_1204,TerKepEsz-Encoding_MR,2020.1.3,59.989873709250695,
