welcome_image.started,welcome_image.stopped,welcome_text.started,welcome_text.stopped,online ID,MR ID,Session,Stimuli Table,date,expName,psychopyVersion,frameRate,
0.039998381161240104,None,0.039998381161240104,None,,,,,,,,,
