TrialIndex,Jitter,ScannerRun,StimType,Order,Delay,CurrentImage,CurrentX,CurrentY,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,enc_practice_trials.thisRepN,enc_practice_trials.thisTrialN,enc_practice_trials.thisN,enc_practice_trials.thisIndex,enc_runs.thisRepN,enc_runs.thisTrialN,enc_runs.thisN,enc_runs.thisIndex,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,start_encoding_text.started,start_encoding_text.stopped,enc_instructions_1_text.started,enc_instructions_1_text.stopped,enc_instructions_1_image.started,enc_instructions_1_image.stopped,enc_instructions_1_key.keys,enc_instructions_1_key.rt,enc_instructions_1_key.started,enc_instructions_1_key.stopped,instructions_1_continue.started,instructions_1_continue.stopped,enc_instructions_2_text.started,enc_instructions_2_text.stopped,enc_instructions_2_image.started,enc_instructions_2_image.stopped,enc_instructions_2_key.keys,enc_instructions_2_key.rt,enc_instructions_2_key.started,enc_instructions_2_key.stopped,instructions_2_continue.started,instructions_2_continue.stopped,enc_instructions_3_text.started,enc_instructions_3_text.stopped,enc_instructions_3_key.keys,enc_instructions_3_key.rt,enc_instructions_3_key.started,enc_instructions_3_key.stopped,enc_instructions_3_continue.started,enc_instructions_3_continue.stopped,start_practice_text.started,start_practice_text.stopped,end_practice_text.started,end_practice_text.stopped,end_practice_key.keys,end_practice_key.rt,end_practice_key.started,end_practice_key.stopped,end_practice_continue.started,end_practice_continue.stopped,start_MR_text.started,start_MR_text.stopped,start_MR_trigger.keys,start_MR_trigger.rt,start_MR_trigger.started,start_MR_trigger.stopped,trigger_time,triggers,start_enc_run_text.started,start_enc_run_text.stopped,loop_start_time,fx_start_time,enc_fx_interior.started,enc_fx_interior.stopped,enc_fx_cross.started,enc_fx_cross.stopped,enc_fx_key.keys,enc_fx_key.rt,enc_fx_key.started,enc_fx_key.stopped,trial_start_time,stimulus_start_time,enc_trial_interior.started,enc_trial_interior.stopped,enc_trial_main_image.started,enc_trial_main_image.stopped,enc_trial_key.keys,enc_trial_key.rt,enc_trial_key.started,enc_trial_key.stopped,end_enc_run_text.started,end_enc_run_text.stopped,enc_run_end_key.keys,enc_run_end_key.rt,enc_run_end_key.started,enc_run_end_key.stopped,enc_run_end_continue.started,enc_run_end_continue.stopped,ID,practice,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8477131000254303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Aug_31_1148,TerKepEsz-Encoding_MR,2020.1.3,59.99800805794959,
,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14771250000922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Aug_31_1148,TerKepEsz-Encoding_MR,2020.1.3,59.99800805794959,
,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.447744100005366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Aug_31_1148,TerKepEsz-Encoding_MR,2020.1.3,59.99800805794959,
,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7477071000030264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Aug_31_1148,TerKepEsz-Encoding_MR,2020.1.3,59.99800805794959,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0319701000116765,45.54667569999583,None,3.0300776999793015,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Aug_31_1148,TerKepEsz-Encoding_MR,2020.1.3,59.99800805794959,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.315737499971874,,,,3.049405099998694,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Aug_31_1148,TerKepEsz-Encoding_MR,2020.1.3,59.99800805794959,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6327069000108168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Aug_31_1148,TerKepEsz-Encoding_MR,2020.1.3,59.99800805794959,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9157465000171214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Aug_31_1148,TerKepEsz-Encoding_MR,2020.1.3,59.99800805794959,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.498756800021511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Aug_31_1148,TerKepEsz-Encoding_MR,2020.1.3,59.99800805794959,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.765699199982919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Aug_31_1148,TerKepEsz-Encoding_MR,2020.1.3,59.99800805794959,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.065898099972401,,,,,48.57994999998482,None,48.57994999998482,None,c,1.1322428000275977,48.57994999998482,None,5.063804099976551,,,,,,,,,,,,,,,,,,000000,0,2020_Aug_31_1148,TerKepEsz-Encoding_MR,2020.1.3,59.99800805794959,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3326428000000305,,,,,,,,,,,,,,5.082372199976817,,,,,,,,,,,,,,,,,000000,0,2020_Aug_31_1148,TerKepEsz-Encoding_MR,2020.1.3,59.99800805794959,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.84863070002757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Aug_31_1148,TerKepEsz-Encoding_MR,2020.1.3,59.99800805794959,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.198639500013087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Aug_31_1148,TerKepEsz-Encoding_MR,2020.1.3,59.99800805794959,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.482648800010793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Aug_31_1148,TerKepEsz-Encoding_MR,2020.1.3,59.99800805794959,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8326559999841265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Aug_31_1148,TerKepEsz-Encoding_MR,2020.1.3,59.99800805794959,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0986376000219025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Aug_31_1148,TerKepEsz-Encoding_MR,2020.1.3,59.99800805794959,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.382633999979589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Aug_31_1148,TerKepEsz-Encoding_MR,2020.1.3,59.99800805794959,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.682641600025818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Aug_31_1148,TerKepEsz-Encoding_MR,2020.1.3,59.99800805794959,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.932635199977085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Aug_31_1148,TerKepEsz-Encoding_MR,2020.1.3,59.99800805794959,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.61286359996302,None,50.61286359996302,None,c,0.5313333999947645,50.61286359996302,None,,,,,,,,,000000,0,2020_Aug_31_1148,TerKepEsz-Encoding_MR,2020.1.3,59.99800805794959,
2.0,6000.0,1.0,OLP,1.0,3.0,stimuli/fractals/72b.jpg,-0.078125,0.4166666666666667,stimuli/fractals/72b.jpg,stimuli/fractals/72a.jpg,stimuli/fractals/72c.jpg,-0.078125,0.4166666666666667,-0.234375,0.4166666666666667,-0.078125,0.1388888888888889,-0.390625,-0.4166666666666667,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.266147700021975,,,,8.065371799981222,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Aug_31_1148,TerKepEsz-Encoding_MR,2020.1.3,59.99800805794959,
2.0,6000.0,1.0,OLP,1.0,3.0,stimuli/fractals/72b.jpg,-0.078125,0.4166666666666667,stimuli/fractals/72b.jpg,stimuli/fractals/72a.jpg,stimuli/fractals/72c.jpg,-0.078125,0.4166666666666667,-0.234375,0.4166666666666667,-0.078125,0.1388888888888889,-0.390625,-0.4166666666666667,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.53348789998563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Aug_31_1148,TerKepEsz-Encoding_MR,2020.1.3,59.99800805794959,
2.0,6000.0,1.0,OLP,1.0,3.0,stimuli/fractals/72b.jpg,-0.078125,0.4166666666666667,stimuli/fractals/72b.jpg,stimuli/fractals/72a.jpg,stimuli/fractals/72c.jpg,-0.078125,0.4166666666666667,-0.234375,0.4166666666666667,-0.078125,0.1388888888888889,-0.390625,-0.4166666666666667,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.865830500028096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Aug_31_1148,TerKepEsz-Encoding_MR,2020.1.3,59.99800805794959,
2.0,6000.0,1.0,OLP,1.0,3.0,stimuli/fractals/72b.jpg,-0.078125,0.4166666666666667,stimuli/fractals/72b.jpg,stimuli/fractals/72a.jpg,stimuli/fractals/72c.jpg,-0.078125,0.4166666666666667,-0.234375,0.4166666666666667,-0.078125,0.1388888888888889,-0.390625,-0.4166666666666667,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.148693899973296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Aug_31_1148,TerKepEsz-Encoding_MR,2020.1.3,59.99800805794959,
2.0,6000.0,1.0,OLP,1.0,3.0,stimuli/fractals/72b.jpg,-0.078125,0.4166666666666667,stimuli/fractals/72b.jpg,stimuli/fractals/72a.jpg,stimuli/fractals/72c.jpg,-0.078125,0.4166666666666667,-0.234375,0.4166666666666667,-0.078125,0.1388888888888889,-0.390625,-0.4166666666666667,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.41571789997397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Aug_31_1148,TerKepEsz-Encoding_MR,2020.1.3,59.99800805794959,
2.0,6000.0,1.0,OLP,1.0,3.0,stimuli/fractals/72b.jpg,-0.078125,0.4166666666666667,stimuli/fractals/72b.jpg,stimuli/fractals/72a.jpg,stimuli/fractals/72c.jpg,-0.078125,0.4166666666666667,-0.234375,0.4166666666666667,-0.078125,0.1388888888888889,-0.390625,-0.4166666666666667,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.715724300011061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Aug_31_1148,TerKepEsz-Encoding_MR,2020.1.3,59.99800805794959,
2.0,6000.0,1.0,OLP,1.0,3.0,stimuli/fractals/72b.jpg,-0.078125,0.4166666666666667,stimuli/fractals/72b.jpg,stimuli/fractals/72a.jpg,stimuli/fractals/72c.jpg,-0.078125,0.4166666666666667,-0.234375,0.4166666666666667,-0.078125,0.1388888888888889,-0.390625,-0.4166666666666667,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.015720699972007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Aug_31_1148,TerKepEsz-Encoding_MR,2020.1.3,59.99800805794959,
2.0,6000.0,1.0,OLP,1.0,3.0,stimuli/fractals/72b.jpg,-0.078125,0.4166666666666667,stimuli/fractals/72b.jpg,stimuli/fractals/72a.jpg,stimuli/fractals/72c.jpg,-0.078125,0.4166666666666667,-0.234375,0.4166666666666667,-0.078125,0.1388888888888889,-0.390625,-0.4166666666666667,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.33270770002855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Aug_31_1148,TerKepEsz-Encoding_MR,2020.1.3,59.99800805794959,
2.0,6000.0,1.0,OLP,1.0,3.0,stimuli/fractals/72b.jpg,-0.078125,0.4166666666666667,stimuli/fractals/72b.jpg,stimuli/fractals/72a.jpg,stimuli/fractals/72c.jpg,-0.078125,0.4166666666666667,-0.234375,0.4166666666666667,-0.078125,0.1388888888888889,-0.390625,-0.4166666666666667,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.59872379997978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Aug_31_1148,TerKepEsz-Encoding_MR,2020.1.3,59.99800805794959,
2.0,6000.0,1.0,OLP,1.0,3.0,stimuli/fractals/72b.jpg,-0.078125,0.4166666666666667,stimuli/fractals/72b.jpg,stimuli/fractals/72a.jpg,stimuli/fractals/72c.jpg,-0.078125,0.4166666666666667,-0.234375,0.4166666666666667,-0.078125,0.1388888888888889,-0.390625,-0.4166666666666667,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.948725500027649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Aug_31_1148,TerKepEsz-Encoding_MR,2020.1.3,59.99800805794959,
