anatomy_text.started,anatomy_text.stopped,general_instructions_key.keys,general_instructions_key.rt,general_instructions_key.started,general_instructions_key.stopped,general_instructions_continue.started,general_instructions_continue.stopped,choose_video_text.started,choose_video_text.stopped,choose_video_key.keys,choose_video_key.rt,choose_video_key.started,choose_video_key.stopped,loading.started,loading.stopped,loading_text.started,loading_text.stopped,end_video_key.keys,end_video_key.rt,end_video_key.started,end_video_key.stopped,prepare_task_text.started,prepare_task_text.stopped,prepare_task_key.keys,prepare_task_key.rt,prepare_task_key.started,prepare_task_key.stopped,online ID,date,expName,psychopyVersion,frameRate,
14.14260656008264,None,d,1.8694063741713762,19.138596357312053,None,,,,,,,,,,,,,,,,,,,,,,,41mTRK22F,2021_Jul_06_1825,miniTRK,2021.1.4,59.70195221296201,
,,,,,,19.138596357312053,None,21.038572843244765,None,d,2.3260500270989724,22.521885010472033,None,,,,,,,,,,,,,,,41mTRK22F,2021_Jul_06_1825,miniTRK,2021.1.4,59.70195221296201,
,,,,,,,,,,,,,,0.013717834022827446,3.0137178340228274,24.871757271059323,None,space,693.0498142694123,35.00492950639455,None,,,,,,,41mTRK22F,2021_Jul_06_1825,miniTRK,2021.1.4,59.70195221296201,
,,,,,,,,,,,,,,,,,,,,,,728.0916276003118,None,space,7.489594886545092,733.0929521250073,None,41mTRK22F,2021_Jul_06_1825,miniTRK,2021.1.4,59.70195221296201,
