TrialIndex,Jitter,ScannerRun,StimType,Order,Delay,CurrentImage,CurrentX,CurrentY,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,enc_practice_trials.thisRepN,enc_practice_trials.thisTrialN,enc_practice_trials.thisN,enc_practice_trials.thisIndex,enc_runs.thisRepN,enc_runs.thisTrialN,enc_runs.thisN,enc_runs.thisIndex,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,trigger_time,start_encoding_text.started,start_encoding_text.stopped,enc_instructions_1_text.started,enc_instructions_1_text.stopped,enc_instructions_1_image.started,enc_instructions_1_image.stopped,enc_instructions_1_key.keys,enc_instructions_1_key.rt,enc_instructions_1_key.started,enc_instructions_1_key.stopped,instructions_1_continue.started,instructions_1_continue.stopped,enc_instructions_2_text.started,enc_instructions_2_text.stopped,enc_instructions_2_image.started,enc_instructions_2_image.stopped,enc_instructions_2_key.keys,enc_instructions_2_key.rt,enc_instructions_2_key.started,enc_instructions_2_key.stopped,instructions_2_continue.started,instructions_2_continue.stopped,enc_instructions_3_text.started,enc_instructions_3_text.stopped,enc_instructions_3_key.keys,enc_instructions_3_key.rt,enc_instructions_3_key.started,enc_instructions_3_key.stopped,enc_instructions_3_continue.started,enc_instructions_3_continue.stopped,start_practice_text.started,start_practice_text.stopped,end_practice_text.started,end_practice_text.stopped,end_practice_key.keys,end_practice_key.rt,end_practice_key.started,end_practice_key.stopped,end_practice_continue.started,end_practice_continue.stopped,triggers,start_MR_text.started,start_MR_text.stopped,start_MR_trigger.keys,start_MR_trigger.rt,start_MR_trigger.started,start_MR_trigger.stopped,start_enc_run_text.started,start_enc_run_text.stopped,loop_start_time,fx_start_time,enc_fx_interior.started,enc_fx_interior.stopped,enc_fx_cross.started,enc_fx_cross.stopped,enc_fx_key.keys,enc_fx_key.started,enc_fx_key.stopped,trial_start_time,stimulus_start_time,enc_trial_interior.started,enc_trial_interior.stopped,enc_trial_main_image.started,enc_trial_main_image.stopped,enc_trial_key.keys,enc_trial_key.started,enc_trial_key.stopped,enc_trial_key.rt,end_enc_run_text.started,end_enc_run_text.stopped,enc_run_end_key.keys,enc_run_end_key.rt,enc_run_end_key.started,enc_run_end_key.stopped,enc_run_end_continue.started,enc_run_end_continue.stopped,ID,practice,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91468309999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Sep_01_1538,TerKepEsz-Encoding_MR,2020.1.3,59.990449520171325,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16622389999975,,,,,,,38.61185189999924,None,3.0264546999987942,3.0497500999990734,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Sep_01_1538,TerKepEsz-Encoding_MR,2020.1.3,59.990449520171325,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5011513999997987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Sep_01_1538,TerKepEsz-Encoding_MR,2020.1.3,59.990449520171325,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.767127999999502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Sep_01_1538,TerKepEsz-Encoding_MR,2020.1.3,59.990449520171325,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.049248699999225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Sep_01_1538,TerKepEsz-Encoding_MR,2020.1.3,59.990449520171325,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.415273299999171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Sep_01_1538,TerKepEsz-Encoding_MR,2020.1.3,59.990449520171325,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.632274799998413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Sep_01_1538,TerKepEsz-Encoding_MR,2020.1.3,59.990449520171325,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.86620369999946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Sep_01_1538,TerKepEsz-Encoding_MR,2020.1.3,59.990449520171325,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.215112799998678,,,,,,,,,,,41.64509989999897,None,41.64509989999897,None,None,41.64509989999897,None,5.058852099999058,5.08182879999913,,,,,,,,,,,,,,,,,000000,0,2020_Sep_01_1538,TerKepEsz-Encoding_MR,2020.1.3,59.990449520171325,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.432350599998244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Sep_01_1538,TerKepEsz-Encoding_MR,2020.1.3,59.990449520171325,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.682870899998306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Sep_01_1538,TerKepEsz-Encoding_MR,2020.1.3,59.990449520171325,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0151761999986775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Sep_01_1538,TerKepEsz-Encoding_MR,2020.1.3,59.990449520171325,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.299170999998751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Sep_01_1538,TerKepEsz-Encoding_MR,2020.1.3,59.990449520171325,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.515146499999901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Sep_01_1538,TerKepEsz-Encoding_MR,2020.1.3,59.990449520171325,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.948655299998791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Sep_01_1538,TerKepEsz-Encoding_MR,2020.1.3,59.990449520171325,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.198593599998276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Sep_01_1538,TerKepEsz-Encoding_MR,2020.1.3,59.990449520171325,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.415694899998925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Sep_01_1538,TerKepEsz-Encoding_MR,2020.1.3,59.990449520171325,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.749155799998334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Sep_01_1538,TerKepEsz-Encoding_MR,2020.1.3,59.990449520171325,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.981887099998858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Sep_01_1538,TerKepEsz-Encoding_MR,2020.1.3,59.990449520171325,
1.0,2000.0,1.0,OLP,1.0,3.0,stimuli/fractals/131c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.67766699999993,None,43.67766699999993,None,None,43.67766699999993,None,,,,,,,,,,000000,0,2020_Sep_01_1538,TerKepEsz-Encoding_MR,2020.1.3,59.990449520171325,
2.0,6000.0,1.0,OLP,1.0,3.0,stimuli/fractals/72b.jpg,-0.078125,0.4166666666666667,stimuli/fractals/72b.jpg,stimuli/fractals/72a.jpg,stimuli/fractals/72c.jpg,-0.078125,0.4166666666666667,-0.234375,0.4166666666666667,-0.078125,0.1388888888888889,-0.390625,-0.4166666666666667,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.19878239999889,,,,,,,,,,8.06538619999992,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Sep_01_1538,TerKepEsz-Encoding_MR,2020.1.3,59.990449520171325,
2.0,6000.0,1.0,OLP,1.0,3.0,stimuli/fractals/72b.jpg,-0.078125,0.4166666666666667,stimuli/fractals/72b.jpg,stimuli/fractals/72a.jpg,stimuli/fractals/72c.jpg,-0.078125,0.4166666666666667,-0.234375,0.4166666666666667,-0.078125,0.1388888888888889,-0.390625,-0.4166666666666667,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5658859999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Sep_01_1538,TerKepEsz-Encoding_MR,2020.1.3,59.990449520171325,
2.0,6000.0,1.0,OLP,1.0,3.0,stimuli/fractals/72b.jpg,-0.078125,0.4166666666666667,stimuli/fractals/72b.jpg,stimuli/fractals/72a.jpg,stimuli/fractals/72c.jpg,-0.078125,0.4166666666666667,-0.234375,0.4166666666666667,-0.078125,0.1388888888888889,-0.390625,-0.4166666666666667,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.798786800000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Sep_01_1538,TerKepEsz-Encoding_MR,2020.1.3,59.990449520171325,
2.0,6000.0,1.0,OLP,1.0,3.0,stimuli/fractals/72b.jpg,-0.078125,0.4166666666666667,stimuli/fractals/72b.jpg,stimuli/fractals/72a.jpg,stimuli/fractals/72c.jpg,-0.078125,0.4166666666666667,-0.234375,0.4166666666666667,-0.078125,0.1388888888888889,-0.390625,-0.4166666666666667,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.032892499999434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Sep_01_1538,TerKepEsz-Encoding_MR,2020.1.3,59.990449520171325,
2.0,6000.0,1.0,OLP,1.0,3.0,stimuli/fractals/72b.jpg,-0.078125,0.4166666666666667,stimuli/fractals/72b.jpg,stimuli/fractals/72a.jpg,stimuli/fractals/72c.jpg,-0.078125,0.4166666666666667,-0.234375,0.4166666666666667,-0.078125,0.1388888888888889,-0.390625,-0.4166666666666667,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.415793599999233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Sep_01_1538,TerKepEsz-Encoding_MR,2020.1.3,59.990449520171325,
2.0,6000.0,1.0,OLP,1.0,3.0,stimuli/fractals/72b.jpg,-0.078125,0.4166666666666667,stimuli/fractals/72b.jpg,stimuli/fractals/72a.jpg,stimuli/fractals/72c.jpg,-0.078125,0.4166666666666667,-0.234375,0.4166666666666667,-0.078125,0.1388888888888889,-0.390625,-0.4166666666666667,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.665915299998233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Sep_01_1538,TerKepEsz-Encoding_MR,2020.1.3,59.990449520171325,
2.0,6000.0,1.0,OLP,1.0,3.0,stimuli/fractals/72b.jpg,-0.078125,0.4166666666666667,stimuli/fractals/72b.jpg,stimuli/fractals/72a.jpg,stimuli/fractals/72c.jpg,-0.078125,0.4166666666666667,-0.234375,0.4166666666666667,-0.078125,0.1388888888888889,-0.390625,-0.4166666666666667,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.88212239999848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Sep_01_1538,TerKepEsz-Encoding_MR,2020.1.3,59.990449520171325,
2.0,6000.0,1.0,OLP,1.0,3.0,stimuli/fractals/72b.jpg,-0.078125,0.4166666666666667,stimuli/fractals/72b.jpg,stimuli/fractals/72a.jpg,stimuli/fractals/72c.jpg,-0.078125,0.4166666666666667,-0.234375,0.4166666666666667,-0.078125,0.1388888888888889,-0.390625,-0.4166666666666667,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.299217699999645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Sep_01_1538,TerKepEsz-Encoding_MR,2020.1.3,59.990449520171325,
2.0,6000.0,1.0,OLP,1.0,3.0,stimuli/fractals/72b.jpg,-0.078125,0.4166666666666667,stimuli/fractals/72b.jpg,stimuli/fractals/72a.jpg,stimuli/fractals/72c.jpg,-0.078125,0.4166666666666667,-0.234375,0.4166666666666667,-0.078125,0.1388888888888889,-0.390625,-0.4166666666666667,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.499090799999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Sep_01_1538,TerKepEsz-Encoding_MR,2020.1.3,59.990449520171325,
2.0,6000.0,1.0,OLP,1.0,3.0,stimuli/fractals/72b.jpg,-0.078125,0.4166666666666667,stimuli/fractals/72b.jpg,stimuli/fractals/72a.jpg,stimuli/fractals/72c.jpg,-0.078125,0.4166666666666667,-0.234375,0.4166666666666667,-0.078125,0.1388888888888889,-0.390625,-0.4166666666666667,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.749005699999543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,0,2020_Sep_01_1538,TerKepEsz-Encoding_MR,2020.1.3,59.990449520171325,
