welcome_text.started,welcome_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,anatomy_text.started,anatomy_text.stopped,general_instructions_key.keys,general_instructions_key.rt,general_instructions_key.started,general_instructions_key.stopped,general_instructions_continue.started,general_instructions_continue.stopped,choose_video_text.started,choose_video_text.stopped,choose_video_key.keys,choose_video_key.rt,choose_video_key.started,choose_video_key.stopped,loading_video.started,loading_video.stopped,loading_text.started,loading_text.stopped,end_video_key.keys,end_video_key.rt,end_video_key.started,end_video_key.stopped,rest_instructions_text.started,rest_instructions_text.stopped,rest_instructions_key.keys,rest_instructions_key.started,rest_instructions_key.stopped,rest_instructions_continue.started,rest_instructions_continue.stopped,online ID,date,expName,psychopyVersion,frameRate,
10.502928638154572,None,space,2.4345462756077723,11.468708384380989,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teszt6,2021_Jul_13_1606,miniTRK,2021.1.4,59.96057441240563,
,,,,,,13.931996732609605,None,d,0.25989303881397063,18.91531603344538,None,,,,,,,,,,,,,,,,,,,,,,,,teszt6,2021_Jul_13_1606,miniTRK,2021.1.4,59.96057441240563,
,,,,,,,,,,,,18.91531603344538,None,19.1986294685521,None,c,10.036875969030007,20.682204530545732,None,,,,,,,,,,,,,,,,teszt6,2021_Jul_13_1606,miniTRK,2021.1.4,59.96057441240563,
,,,,,,,,,,,,,,,,,,,,0.013857618519068637,3.0138576185190686,30.7513627574358,None,space,16.643432573443988,42.33137322353559,None,,,,,,,,teszt6,2021_Jul_13_1606,miniTRK,2021.1.4,59.96057441240563,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.013002195421905,None,None,69.0013040361082,359.01006676941506,,,teszt6,2021_Jul_13_1606,miniTRK,2021.1.4,59.96057441240563,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0013040361082,359.01006676941506,,,,,,
