comprehension_questions_1.thisRepN,comprehension_questions_1.thisTrialN,comprehension_questions_1.thisN,comprehension_questions_1.thisIndex,Question,Answer,CorrectResponse,CorrectAnswer,IncorrectAnswer,InfoRepeated,experiment_information_text.started,experiment_information_text.stopped,experiment_information_key.keys,experiment_information_key.rt,experiment_information_key.started,experiment_information_key.stopped,experiment_information_continue.started,experiment_information_continue.stopped,Azonosító kód*,A vizsgálat feltételeibe beleegyezem. (igen/nem)*,Az adatkezelési feltételeket elfogadom. (igen/nem)*,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,33.55872070000078,None,right,0.734730899999704,43.48734650000006,None,,,000000,i,i,2020_Aug_27_1613,TRK-online,2020.1.3,59.999664001724184,
,,,,,,,,,,,,,,,,43.48734650000006,None,,,,,,,,
