Task,TrialType,StimType,Order,CurrentImage,CurrentX,CurrentY,Jitter,Section,TrialIndex,ScannerRun,Delay,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,enc_practice_trials.thisRepN,enc_practice_trials.thisTrialN,enc_practice_trials.thisN,enc_practice_trials.thisIndex,enc_runs.thisRepN,enc_runs.thisTrialN,enc_runs.thisN,enc_runs.thisIndex,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,start_encoding_text.started,start_encoding_text.stopped,enc_instructions_1_text.started,enc_instructions_1_text.stopped,enc_instructions_1_image.started,enc_instructions_1_image.stopped,enc_instructions_1_key.keys,enc_instructions_1_key.rt,enc_instructions_1_key.started,enc_instructions_1_key.stopped,instructions_1_continue.started,instructions_1_continue.stopped,enc_instructions_2_text.started,enc_instructions_2_text.stopped,enc_instructions_2_image.started,enc_instructions_2_image.stopped,enc_instructions_2_key.keys,enc_instructions_2_key.rt,enc_instructions_2_key.started,enc_instructions_2_key.stopped,instructions_2_continue.started,instructions_2_continue.stopped,enc_instructions_3_text.started,enc_instructions_3_text.stopped,enc_instructions_3_key.keys,enc_instructions_3_key.rt,enc_instructions_3_key.started,enc_instructions_3_key.stopped,enc_instructions_3_continue.started,enc_instructions_3_continue.stopped,start_practice_text.started,start_practice_text.stopped,enc_fx_interior.started,enc_fx_interior.stopped,enc_fx_cross.started,enc_fx_cross.stopped,enc_fx_key.keys,enc_fx_key.started,enc_fx_key.stopped,enc_trial_interior.started,enc_trial_interior.stopped,enc_trial_main_image.started,enc_trial_main_image.stopped,enc_trial_key.keys,enc_trial_key.rt,enc_trial_key.started,enc_trial_key.stopped,enc_practice_feedback_interior.started,enc_practice_feedback_interior.stopped,enc_practice_feedback_image.started,enc_practice_feedback_image.stopped,enc_practice_feedback_text.started,enc_practice_feedback_text.stopped,enc_fx_key.rt,end_practice_text.started,end_practice_text.stopped,end_practice_key.keys,end_practice_key.rt,end_practice_key.started,end_practice_key.stopped,end_practice_continue.started,end_practice_continue.stopped,start_enc_run_text.started,start_enc_run_text.stopped,end_enc_run_text.started,end_enc_run_text.stopped,enc_run_end_key.keys,enc_run_end_key.rt,enc_run_end_key.started,enc_run_end_key.stopped,Azonosító kód,Nem,Csoport,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.536975399998482,None,17.99709839999923,None,17.99709839999923,None,d,5.949923700001818,22.96362450000015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,n,i,2020_Aug_27_1740,TerKepEsz-Encoding_MR,2020.1.3,59.99156518630939,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.96362450000015,None,28.9301501000009,None,28.9301501000009,None,d,0.6481424999983574,33.91336189999856,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,n,i,2020_Aug_27_1740,TerKepEsz-Encoding_MR,2020.1.3,59.99156518630939,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.91336189999856,None,34.58001309999963,None,d,8.294127700002718,39.563226099999156,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,n,i,2020_Aug_27_1740,TerKepEsz-Encoding_MR,2020.1.3,59.99156518630939,
EncodingPractice,OBJ,LURE,1,stimuli/fractals/166a.jpg,-0.0781,0.4167,1500,Encoding,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.563226099999156,None,47.879692099999374,None,48.91301659999954,None,48.91301659999954,None,None,48.91301659999954,None,50.445934999999736,None,50.445934999999736,None,c,0.5314168999975664,50.445934999999736,None,53.462783599999966,None,53.462783599999966,None,53.462783599999966,None,,,,,,,,,,,,,,,,,,000000,n,i,2020_Aug_27_1740,TerKepEsz-Encoding_MR,2020.1.3,59.99156518630939,
EncodingPractice,OBJ,TARGET,1,stimuli/fractals/167a.jpg,0.2344,0.4167,500,Encoding,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.42917139999918,None,54.42917139999918,None,None,54.42917139999918,None,54.929159499999514,None,54.929159499999514,None,b,0.432263900001999,54.929159499999514,None,57.945895500000915,None,57.945895500000915,None,57.945895500000915,None,,,,,,,,,,,,,,,,,,000000,n,i,2020_Aug_27_1740,TerKepEsz-Encoding_MR,2020.1.3,59.99156518630939,
EncodingPractice,OBJ,FOIL,1,stimuli/fractals/149a.jpg,0.2344,-0.1389,1000,Encoding,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.945862299999135,None,58.945862299999135,None,None,58.945862299999135,None,59.96250950000103,None,59.96250950000103,None,b,0.38310920000003534,59.96250950000103,None,62.97910689999844,None,62.97910689999844,None,62.97910689999844,None,,,,,,,,,,,,,,,,,,000000,n,i,2020_Aug_27_1740,TerKepEsz-Encoding_MR,2020.1.3,59.99156518630939,
EncodingPractice,LOC,FOIL,1,stimuli/fractals/148b.jpg,0.2344,-0.1389,1000,Encoding,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.96241849999933,None,63.96241849999933,None,None,63.96241849999933,None,64.97905769999852,None,64.97905769999852,None,b,0.4545222000015201,64.97905769999852,None,67.99565090000033,None,67.99565090000033,None,67.99565090000033,None,,,,,,,,,,,,,,,,,,000000,n,i,2020_Aug_27_1740,TerKepEsz-Encoding_MR,2020.1.3,59.99156518630939,
EncodingPractice,LOC,LURE,1,stimuli/fractals/159a.jpg,-0.3906,0.4167,5000,Encoding,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.97896409999885,None,68.97896409999885,None,c,68.97896409999885,None,73.9955063999987,None,73.9955063999987,None,None,,73.9955063999987,None,77.01209680000102,None,77.01209680000102,None,77.01209680000102,None,4.5823823000027915,,,,,,,,,,,,,,,,,000000,n,i,2020_Aug_27_1740,TerKepEsz-Encoding_MR,2020.1.3,59.99156518630939,
EncodingPractice,OBJ,LURE,1,stimuli/fractals/177b.jpg,-0.3906,0.4167,800,Encoding,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.99540350000098,None,77.99540350000098,None,None,77.99540350000098,None,78.81206309999834,None,78.81206309999834,None,c,2.293434700000944,78.81206309999834,None,81.82864889999837,None,81.82864889999837,None,81.82864889999837,None,,,,,,,,,,,,,,,,,,000000,n,i,2020_Aug_27_1740,TerKepEsz-Encoding_MR,2020.1.3,59.99156518630939,
EncodingPractice,-,-,1,stimuli/fractals/181c.jpg,-0.0781,-0.1389,3000,Encoding,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.8119693999979,None,82.8119693999979,None,None,82.8119693999979,None,85.82855089999794,None,85.82855089999794,None,b,0.9088270000029297,85.82855089999794,None,88.84514599999966,None,88.84514599999966,None,88.84514599999966,None,,,,,,,,,,,,,,,,,,000000,n,i,2020_Aug_27_1740,TerKepEsz-Encoding_MR,2020.1.3,59.99156518630939,
EncodingPractice,-,-,1,stimuli/fractals/163a.jpg,-0.2344,-0.4167,800,Encoding,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.82846249999784,None,89.82846249999784,None,None,89.82846249999784,None,90.64513129999978,None,90.64513129999978,None,c,0.5083692000007431,90.64513129999978,None,93.66172150000057,None,93.66172150000057,None,93.66172150000057,None,,,,,,,,,,,,,,,,,,000000,n,i,2020_Aug_27_1740,TerKepEsz-Encoding_MR,2020.1.3,59.99156518630939,
