,Unnamed: 0,TrialIndex,StimType,Order,Delay,ScannerRun,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,Fill
137,137,138,OLP,1,5,2,,,,-280.074127949161,-107.51038486359,-188.79611731495098,-233.143788437091,-242.705098312484,-176.335575687742,-188.79611731495098,-233.143788437091,
138,138,139,OLP,2,0,2,,,,-289.777747886721,-77.6457135307561,-296.306502178541,46.9303395120693,-188.79611731495098,-233.143788437091,-296.306502178541,46.9303395120693,
139,139,140,ERP,1,4,2,,,,-274.06363729278,-122.02099292273998,-280.07412794916,107.51038486359,-188.79611731495098,-233.143788437091,-280.07412794916,107.51038486359,
140,140,141,ERP,2,0,2,,,,-293.444280220142,-62.3735072453277,-296.306502178541,46.9303395120693,-296.306502178541,46.9303395120693,-296.306502178541,46.9303395120693,
141,141,142,LLP,2,0,2,,,,-285.316954888546,-92.70509831248421,-136.197149921864,-267.30195725651004,-299.588860426372,15.7007868728833,-136.197149921864,-267.30195725651004,
142,142,143,LLP,1,2,2,,,,-267.30195725651004,-136.197149921864,-92.7050983124843,-285.316954888546,-293.444280220142,62.3735072453279,-92.7050983124843,-285.316954888546,
143,143,144,OLP,2,0,2,,,,-280.074127949161,-107.51038486359,-188.79611731495098,-233.143788437091,-242.705098312484,-176.335575687742,-188.79611731495098,-233.143788437091,
144,144,145,ERP,2,0,2,,,,-274.06363729278,-122.02099292273998,-280.07412794916,107.51038486359,-188.79611731495098,-233.143788437091,-280.07412794916,107.51038486359,
145,145,146,LLP,2,0,2,,,,-267.30195725651004,-136.197149921864,-92.7050983124843,-285.316954888546,-293.444280220142,62.3735072453279,-92.7050983124843,-285.316954888546,
146,146,147,BL,0,0,2,,,,259.8076211,150.0,,,,,,,
147,147,148,LLP,1,2,2,,,,-259.807621135332,-150.0,-280.074127949161,-107.51038486359,-293.444280220142,62.3735072453279,-280.074127949161,-107.51038486359,
148,148,149,LLP,1,2,2,,,,-251.60117038362702,-163.391710504508,-299.588860426372,-15.7007868728831,-300.0,3.67394039744206e-14,-299.588860426372,-15.7007868728831,
149,149,150,ERP,1,6,2,,,,-242.705098312484,-176.335575687742,-136.197149921864,-267.30195725651004,-200.739181907658,-222.943447643218,-136.197149921864,-267.30195725651004,
150,150,151,LLP,2,0,2,,,,-259.807621135332,-150.0,-280.074127949161,-107.51038486359,-293.444280220142,62.3735072453279,-280.074127949161,-107.51038486359,
151,151,152,LLP,2,0,2,,,,-251.60117038362702,-163.391710504508,-299.588860426372,-15.7007868728831,-300.0,3.67394039744206e-14,-299.588860426372,-15.7007868728831,
152,152,153,LLP,1,5,2,,,,-233.143788437091,-188.79611731495098,-46.9303395120693,-296.306502178541,-46.9303395120693,-296.306502178541,-46.9303395120693,-296.306502178541,
153,153,154,LLP,1,6,2,,,,-222.943447643218,-200.739181907657,-188.79611731495098,-233.143788437091,-77.6457135307565,-289.77774788672,-188.79611731495098,-233.143788437091,
