TrialIndex,StimType,Order,Delay,ScannerRun,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,Fill
202,LLP,1,4,3,,,,107.5103849,-280.0741279,-46.93033951,-296.3065022,-122.0209929,-274.0636373,-122.0209929,274.0636373,0
203,LLP,1,4,3,,,,122.0209929,-274.0636373,-62.37350725,-293.4442802,-5.51E-14,-300,-107.5103849,280.0741279,0
204,OLP,2,0,3,,,,92.70509831,-285.3169549,200.7391819,-222.9434476,-122.0209929,-274.0636373,-122.0209929,274.0636373,0
205,LLP,2,0,3,,,,77.64571353,-289.7777479,31.35853898,-298.3565686,188.7961173,-233.1437884,-107.5103849,280.0741279,0
206,OLP,1,2,3,,,,136.1971499,-267.3019573,212.1320344,-212.1320344,62.37350725,-293.4442802,-136.1971499,267.3019573,0
207,LLP,2,0,3,,,,107.5103849,-280.0741279,-46.93033951,-296.3065022,-122.0209929,-274.0636373,-122.0209929,274.0636373,0
208,LLP,2,0,3,,,,122.0209929,-274.0636373,-62.37350725,-293.4442802,-5.51E-14,-300,-107.5103849,280.0741279,0
209,OLP,2,0,3,,,,136.1971499,-267.3019573,212.1320344,-212.1320344,62.37350725,-293.4442802,-136.1971499,267.3019573,0
210,BL,0,0,3,,,,259.8076211,150,,,,,,,0
211,LLP,1,4,3,,,,150,-259.8076211,62.37350725,-293.4442802,-46.93033951,-296.3065022,-122.0209929,274.0636373,0
212,LLP,1,8,3,,,,163.3917105,-251.6011704,-15.70078687,-299.5888604,-46.93033951,-296.3065022,-163.3917105,251.6011704,0
213,OLP,1,4,3,,,,176.3355757,-242.7050983,136.1971499,-267.3019573,259.8076211,-150,-163.3917105,251.6011704,0
214,ERP,1,5,3,,,,188.7961173,-233.1437884,296.3065022,-46.93033951,31.35853898,-298.3565686,-200.7391819,222.9434476,0
215,ERP,1,8,3,,,,200.7391819,-222.9434476,-15.70078687,-299.5888604,259.8076211,-150,-200.7391819,222.9434476,0
216,LLP,2,0,3,,,,150,-259.8076211,62.37350725,-293.4442802,-46.93033951,-296.3065022,-122.0209929,274.0636373,0
217,ERP,1,5,3,,,,212.1320344,-212.1320344,107.5103849,-280.0741279,298.3565686,-31.35853898,-212.1320344,212.1320344,0
218,OLP,2,0,3,,,,176.3355757,-242.7050983,136.1971499,-267.3019573,259.8076211,-150,-163.3917105,251.6011704,0
219,OLP,1,6,3,,,,222.9434476,-200.7391819,280.0741279,-107.5103849,251.6011704,-163.3917105,-222.9434476,200.7391819,0
220,ERP,2,0,3,,,,188.7961173,-233.1437884,296.3065022,-46.93033951,31.35853898,-298.3565686,-200.7391819,222.9434476,0
221,LLP,2,0,3,,,,163.3917105,-251.6011704,-15.70078687,-299.5888604,-46.93033951,-296.3065022,-163.3917105,251.6011704,0
222,LLP,1,6,3,,,,233.1437884,-188.7961173,299.5888604,-15.70078687,150,-259.8076211,-222.9434476,200.7391819,0
223,ERP,2,0,3,,,,212.1320344,-212.1320344,107.5103849,-280.0741279,298.3565686,-31.35853898,-212.1320344,212.1320344,0
224,ERP,2,0,3,,,,200.7391819,-222.9434476,-15.70078687,-299.5888604,259.8076211,-150,-200.7391819,222.9434476,0
225,LLP,1,2,3,,,,242.7050983,-176.3355757,293.4442802,-62.37350725,293.4442802,-62.37350725,-251.6011704,163.3917105,0
226,OLP,2,0,3,,,,222.9434476,-200.7391819,280.0741279,-107.5103849,251.6011704,-163.3917105,-222.9434476,200.7391819,0
227,ERP,1,2,3,,,,251.6011704,-163.3917105,212.1320344,-212.1320344,299.5888604,-15.70078687,-259.8076211,150,0
228,LLP,2,0,3,,,,242.7050983,-176.3355757,293.4442802,-62.37350725,293.4442802,-62.37350725,-251.6011704,163.3917105,0
229,LLP,2,0,3,,,,233.1437884,-188.7961173,299.5888604,-15.70078687,150,-259.8076211,-222.9434476,200.7391819,0
230,ERP,2,0,3,,,,251.6011704,-163.3917105,212.1320344,-212.1320344,299.5888604,-15.70078687,-259.8076211,150,0
231,BL,0,0,3,,,,259.8076211,150,,,,,,,0
232,LLP,1,8,3,,,,259.8076211,-150,122.0209929,-274.0636373,212.1320344,-212.1320344,-242.7050983,176.3355757,0
233,OLP,1,4,3,,,,267.3019573,-136.1971499,136.1971499,-267.3019573,293.4442802,-62.37350725,-251.6011704,163.3917105,0
234,LLP,1,2,3,,,,274.0636373,-122.0209929,136.1971499,-267.3019573,289.7777479,-77.64571353,-267.3019573,136.1971499,0
235,LLP,1,8,3,,,,280.0741279,-107.5103849,163.3917105,-251.6011704,299.5888604,-15.70078687,-274.0636373,122.0209929,0
236,LLP,1,5,3,,,,285.3169549,-92.70509831,299.5888604,15.70078687,299.5888604,15.70078687,-285.3169549,92.70509831,0
237,LLP,2,0,3,,,,274.0636373,-122.0209929,136.1971499,-267.3019573,289.7777479,-77.64571353,-267.3019573,136.1971499,0
238,OLP,2,0,3,,,,267.3019573,-136.1971499,136.1971499,-267.3019573,293.4442802,-62.37350725,-251.6011704,163.3917105,0
239,LLP,1,6,3,,,,289.7777479,-77.64571353,233.1437884,-188.7961173,299.5888604,-15.70078687,-280.0741279,107.5103849,0
240,ERP,1,6,3,,,,293.4442802,-62.37350725,293.4442802,62.37350725,300,-7.35E-14,-298.3565686,31.35853898,0
241,LLP,2,0,3,,,,259.8076211,-150,122.0209929,-274.0636373,212.1320344,-212.1320344,-242.7050983,176.3355757,0
242,LLP,2,0,3,,,,285.3169549,-92.70509831,299.5888604,15.70078687,299.5888604,15.70078687,-285.3169549,92.70509831,0
243,ERP,1,5,3,,,,296.3065022,-46.93033951,251.6011704,163.3917105,259.8076211,-150,-298.3565686,31.35853898,0
244,LLP,2,0,3,,,,280.0741279,-107.5103849,163.3917105,-251.6011704,299.5888604,-15.70078687,-274.0636373,122.0209929,0
245,ERP,1,4,3,,,,298.3565686,-31.35853898,242.7050983,-176.3355757,293.4442802,62.37350725,-300,3.67E-14,0
246,LLP,2,0,3,,,,289.7777479,-77.64571353,233.1437884,-188.7961173,299.5888604,-15.70078687,-280.0741279,107.5103849,0
247,ERP,2,0,3,,,,293.4442802,-62.37350725,293.4442802,62.37350725,300,-7.35E-14,-298.3565686,31.35853898,0
248,LLP,1,2,3,,,,299.5888604,-15.70078687,296.3065022,46.93033951,200.7391819,-222.9434476,-299.5888604,-15.70078687,0
249,ERP,2,0,3,,,,296.3065022,-46.93033951,251.6011704,163.3917105,259.8076211,-150,-298.3565686,31.35853898,0
250,ERP,2,0,3,,,,298.3565686,-31.35853898,242.7050983,-176.3355757,293.4442802,62.37350725,-300,3.67E-14,0
251,LLP,2,0,3,,,,299.5888604,-15.70078687,296.3065022,46.93033951,200.7391819,-222.9434476,-299.5888604,-15.70078687,0
252,BL,0,0,3,,,,259.8076211,150,,,,,,,0
