TrialIndex,Jitter,ScannerRun,BlockNr,TrialType,StimType,CurrentImage,CurrentX,CurrentY,EncodingTrialIndex,EncodingStimType,EncodingImage,EncodingXcoordinate,EncodingYcoordinate,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil
11,2000,,1,OBJ,TARGET,stimuli/fractals/92a.jpg,-0.078125,0.4166666666666667,3.0,OLP,stimuli/fractals/92a.jpg,-0.078125,0.4166666666666667,stimuli/fractals/92a.jpg,stimuli/fractals/92c.jpg,stimuli/fractals/92b.jpg,-0.078125,0.4166666666666667,-0.234375,0.4166666666666667,0.078125,0.4166666666666667,0.390625,-0.1388888888888889
12,2000,,1,OBJ,LURE,stimuli/fractals/9b.jpg,0.234375,-0.4166666666666667,4.0,OLP,stimuli/fractals/9a.jpg,0.234375,-0.4166666666666667,stimuli/fractals/9a.jpg,stimuli/fractals/9c.jpg,stimuli/fractals/9b.jpg,0.234375,-0.4166666666666667,0.390625,-0.4166666666666667,0.078125,-0.4166666666666667,-0.234375,0.4166666666666667
13,3000,,1,OBJ,FOIL,stimuli/fractals/118a.jpg,0.078125,0.4166666666666667,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
14,2000,,1,OBJ,FOIL,stimuli/fractals/134b.jpg,-0.234375,-0.4166666666666667,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
15,1000,,1,OBJ,TARGET,stimuli/fractals/57b.jpg,0.390625,0.1388888888888889,27.0,ERP,stimuli/fractals/57b.jpg,0.390625,0.1388888888888889,stimuli/fractals/57b.jpg,stimuli/fractals/57c.jpg,stimuli/fractals/57a.jpg,0.390625,0.1388888888888889,0.390625,0.4166666666666667,0.234375,0.1388888888888889,-0.234375,-0.4166666666666667
16,1000,,1,OBJ,LURE,stimuli/fractals/62c.jpg,-0.078125,0.1388888888888889,9.0,OLP,stimuli/fractals/62b.jpg,-0.078125,0.1388888888888889,stimuli/fractals/62b.jpg,stimuli/fractals/62a.jpg,stimuli/fractals/62c.jpg,-0.078125,0.1388888888888889,-0.078125,-0.1388888888888889,-0.078125,0.4166666666666667,0.390625,-0.4166666666666667
17,500,,1,OBJ,TARGET,stimuli/fractals/69a.jpg,0.234375,0.1388888888888889,11.0,OLP,stimuli/fractals/69a.jpg,0.234375,0.1388888888888889,stimuli/fractals/69a.jpg,stimuli/fractals/69b.jpg,stimuli/fractals/69c.jpg,0.234375,0.1388888888888889,0.390625,0.1388888888888889,0.078125,0.1388888888888889,-0.390625,-0.4166666666666667
18,3000,,1,OBJ,LURE,stimuli/fractals/1c.jpg,0.078125,0.4166666666666667,28.0,ERP,stimuli/fractals/1b.jpg,0.078125,0.4166666666666667,stimuli/fractals/1b.jpg,stimuli/fractals/1a.jpg,stimuli/fractals/1c.jpg,0.078125,0.4166666666666667,0.078125,0.1388888888888889,-0.078125,0.4166666666666667,-0.390625,-0.4166666666666667
19,2000,,1,OBJ,LURE,stimuli/fractals/140b.jpg,-0.390625,-0.4166666666666667,15.0,OLP,stimuli/fractals/140a.jpg,-0.390625,-0.4166666666666667,stimuli/fractals/140a.jpg,stimuli/fractals/140c.jpg,stimuli/fractals/140b.jpg,-0.390625,-0.4166666666666667,-0.390625,-0.1388888888888889,-0.234375,-0.4166666666666667,0.390625,0.4166666666666667
20,1000,,1,OBJ,FOIL,stimuli/fractals/10c.jpg,-0.390625,-0.4166666666666667,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
21,3000,,1,OBJ,TARGET,stimuli/fractals/66c.jpg,0.234375,0.4166666666666667,20.0,OLP,stimuli/fractals/66c.jpg,0.234375,0.4166666666666667,stimuli/fractals/66c.jpg,stimuli/fractals/66b.jpg,stimuli/fractals/66a.jpg,0.234375,0.4166666666666667,0.390625,0.4166666666666667,0.234375,0.1388888888888889,-0.390625,-0.4166666666666667
22,1000,,1,OBJ,LURE,stimuli/fractals/91b.jpg,-0.234375,0.4166666666666667,31.0,ERP,stimuli/fractals/91c.jpg,-0.234375,0.4166666666666667,stimuli/fractals/91c.jpg,stimuli/fractals/91a.jpg,stimuli/fractals/91b.jpg,-0.234375,0.4166666666666667,-0.234375,0.1388888888888889,-0.390625,0.4166666666666667,0.390625,0.1388888888888889
23,1000,,1,OBJ,FOIL,stimuli/fractals/115b.jpg,0.234375,-0.4166666666666667,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
24,1000,,1,OBJ,TARGET,stimuli/fractals/138b.jpg,0.234375,0.4166666666666667,42.0,ERP,stimuli/fractals/138b.jpg,0.234375,0.4166666666666667,stimuli/fractals/138b.jpg,stimuli/fractals/138a.jpg,stimuli/fractals/138c.jpg,0.234375,0.4166666666666667,0.234375,0.1388888888888889,0.390625,0.4166666666666667,-0.390625,-0.1388888888888889
25,5000,,2,LOC,FOIL,stimuli/fractals/102b.jpg,0.390625,0.4166666666666667,55.0,ERP,stimuli/fractals/102b.jpg,-0.078125,-0.1388888888888889,stimuli/fractals/102b.jpg,stimuli/fractals/102c.jpg,stimuli/fractals/102a.jpg,-0.078125,-0.1388888888888889,-0.078125,0.1388888888888889,-0.234375,-0.1388888888888889,0.390625,0.4166666666666667
26,500,,2,LOC,TARGET,stimuli/fractals/81c.jpg,0.390625,-0.1388888888888889,51.0,LLP,stimuli/fractals/81c.jpg,0.390625,-0.1388888888888889,stimuli/fractals/81c.jpg,stimuli/fractals/81a.jpg,stimuli/fractals/81b.jpg,0.390625,-0.1388888888888889,0.390625,0.1388888888888889,0.390625,-0.4166666666666667,-0.390625,-0.1388888888888889
27,1000,,2,LOC,LURE,stimuli/fractals/151a.jpg,0.390625,-0.4166666666666667,52.0,LLP,stimuli/fractals/151a.jpg,0.390625,-0.1388888888888889,stimuli/fractals/151a.jpg,stimuli/fractals/151c.jpg,stimuli/fractals/151b.jpg,0.390625,-0.1388888888888889,0.390625,0.1388888888888889,0.390625,-0.4166666666666667,-0.234375,0.4166666666666667
28,2000,,2,LOC,FOIL,stimuli/fractals/39b.jpg,-0.390625,-0.4166666666666667,53.0,LLP,stimuli/fractals/39b.jpg,0.078125,0.1388888888888889,stimuli/fractals/39b.jpg,stimuli/fractals/39a.jpg,stimuli/fractals/39c.jpg,0.078125,0.1388888888888889,0.078125,0.4166666666666667,-0.078125,0.1388888888888889,-0.390625,-0.4166666666666667
29,8000,,2,LOC,FOIL,stimuli/fractals/7c.jpg,-0.234375,-0.4166666666666667,57.0,LLP,stimuli/fractals/7c.jpg,0.234375,0.1388888888888889,stimuli/fractals/7c.jpg,stimuli/fractals/7b.jpg,stimuli/fractals/7a.jpg,0.234375,0.1388888888888889,0.234375,-0.1388888888888889,0.078125,0.1388888888888889,-0.234375,-0.4166666666666667
30,3000,,2,LOC,TARGET,stimuli/fractals/95b.jpg,0.390625,0.1388888888888889,59.0,LLP,stimuli/fractals/95b.jpg,0.390625,0.1388888888888889,stimuli/fractals/95b.jpg,stimuli/fractals/95a.jpg,stimuli/fractals/95c.jpg,0.390625,0.1388888888888889,0.234375,0.1388888888888889,0.390625,0.4166666666666667,-0.234375,-0.4166666666666667
31,500,,2,LOC,FOIL,stimuli/fractals/106a.jpg,-0.390625,0.4166666666666667,61.0,LLP,stimuli/fractals/106a.jpg,0.078125,-0.1388888888888889,stimuli/fractals/106a.jpg,stimuli/fractals/106c.jpg,stimuli/fractals/106b.jpg,0.078125,-0.1388888888888889,-0.078125,-0.1388888888888889,0.234375,-0.1388888888888889,-0.390625,0.4166666666666667
32,2000,,2,LOC,FOIL,stimuli/fractals/34b.jpg,-0.390625,0.4166666666666667,67.0,LLP,stimuli/fractals/34b.jpg,0.390625,-0.4166666666666667,stimuli/fractals/34b.jpg,stimuli/fractals/34a.jpg,stimuli/fractals/34c.jpg,0.390625,-0.4166666666666667,0.234375,-0.4166666666666667,0.390625,-0.1388888888888889,-0.390625,0.4166666666666667
33,1000,,2,LOC,TARGET,stimuli/fractals/60a.jpg,-0.234375,0.1388888888888889,71.0,LLP,stimuli/fractals/60a.jpg,-0.234375,0.1388888888888889,stimuli/fractals/60a.jpg,stimuli/fractals/60c.jpg,stimuli/fractals/60b.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.234375,0.4166666666666667,0.390625,-0.4166666666666667
34,1000,,2,LOC,FOIL,stimuli/fractals/72a.jpg,0.390625,0.4166666666666667,62.0,ERP,stimuli/fractals/72a.jpg,-0.234375,-0.4166666666666667,stimuli/fractals/72a.jpg,stimuli/fractals/72c.jpg,stimuli/fractals/72b.jpg,-0.234375,-0.4166666666666667,-0.390625,-0.4166666666666667,-0.234375,-0.1388888888888889,0.390625,0.4166666666666667
35,1000,,2,LOC,LURE,stimuli/fractals/124b.jpg,0.078125,-0.4166666666666667,70.0,ERP,stimuli/fractals/124b.jpg,-0.078125,-0.4166666666666667,stimuli/fractals/124b.jpg,stimuli/fractals/124c.jpg,stimuli/fractals/124a.jpg,-0.078125,-0.4166666666666667,-0.234375,-0.4166666666666667,0.078125,-0.4166666666666667,0.390625,0.4166666666666667
36,2000,,2,LOC,LURE,stimuli/fractals/28b.jpg,0.234375,0.4166666666666667,72.0,ERP,stimuli/fractals/28b.jpg,0.234375,0.1388888888888889,stimuli/fractals/28b.jpg,stimuli/fractals/28c.jpg,stimuli/fractals/28a.jpg,0.234375,0.1388888888888889,0.078125,0.1388888888888889,0.234375,0.4166666666666667,-0.234375,-0.4166666666666667
37,1000,,2,LOC,TARGET,stimuli/fractals/131b.jpg,0.078125,0.1388888888888889,79.0,ERP,stimuli/fractals/131b.jpg,0.078125,0.1388888888888889,stimuli/fractals/131b.jpg,stimuli/fractals/131c.jpg,stimuli/fractals/131a.jpg,0.078125,0.1388888888888889,-0.078125,0.1388888888888889,0.078125,-0.1388888888888889,-0.390625,-0.4166666666666667
38,6000,,2,LOC,FOIL,stimuli/fractals/123a.jpg,-0.390625,-0.4166666666666667,73.0,LLP,stimuli/fractals/123a.jpg,0.390625,-0.4166666666666667,stimuli/fractals/123a.jpg,stimuli/fractals/123b.jpg,stimuli/fractals/123c.jpg,0.390625,-0.4166666666666667,0.234375,-0.4166666666666667,0.390625,-0.1388888888888889,-0.390625,-0.4166666666666667
39,2000,,2,LOC,LURE,stimuli/fractals/99c.jpg,0.390625,-0.1388888888888889,78.0,LLP,stimuli/fractals/99c.jpg,0.234375,-0.1388888888888889,stimuli/fractals/99c.jpg,stimuli/fractals/99b.jpg,stimuli/fractals/99a.jpg,0.234375,-0.1388888888888889,0.234375,-0.4166666666666667,0.390625,-0.1388888888888889,-0.390625,0.4166666666666667
40,1000,,2,LOC,FOIL,stimuli/fractals/38a.jpg,-0.390625,0.4166666666666667,82.0,LLP,stimuli/fractals/38a.jpg,0.078125,-0.1388888888888889,stimuli/fractals/38a.jpg,stimuli/fractals/38b.jpg,stimuli/fractals/38c.jpg,0.078125,-0.1388888888888889,-0.078125,-0.1388888888888889,0.078125,-0.4166666666666667,-0.390625,0.4166666666666667
41,3000,,2,LOC,TARGET,stimuli/fractals/16c.jpg,0.390625,0.4166666666666667,84.0,ERP,stimuli/fractals/16c.jpg,0.390625,0.4166666666666667,stimuli/fractals/16c.jpg,stimuli/fractals/16a.jpg,stimuli/fractals/16b.jpg,0.390625,0.4166666666666667,0.234375,0.4166666666666667,0.390625,0.1388888888888889,0.078125,-0.4166666666666667
42,1000,,2,LOC,TARGET,stimuli/fractals/152a.jpg,-0.078125,-0.1388888888888889,86.0,LLP,stimuli/fractals/152a.jpg,-0.078125,-0.1388888888888889,stimuli/fractals/152a.jpg,stimuli/fractals/152c.jpg,stimuli/fractals/152b.jpg,-0.078125,-0.1388888888888889,-0.078125,-0.4166666666666667,0.078125,-0.1388888888888889,0.390625,0.4166666666666667
43,5000,,2,LOC,LURE,stimuli/fractals/105a.jpg,0.078125,-0.1388888888888889,87.0,LLP,stimuli/fractals/105a.jpg,-0.078125,-0.1388888888888889,stimuli/fractals/105a.jpg,stimuli/fractals/105b.jpg,stimuli/fractals/105c.jpg,-0.078125,-0.1388888888888889,-0.078125,-0.4166666666666667,0.078125,-0.1388888888888889,0.390625,0.4166666666666667
44,1000,,2,LOC,LURE,stimuli/fractals/12b.jpg,-0.078125,-0.1388888888888889,88.0,LLP,stimuli/fractals/12b.jpg,-0.234375,-0.1388888888888889,stimuli/fractals/12b.jpg,stimuli/fractals/12a.jpg,stimuli/fractals/12c.jpg,-0.234375,-0.1388888888888889,-0.390625,-0.1388888888888889,-0.078125,-0.1388888888888889,0.390625,0.4166666666666667
45,3000,,2,LOC,LURE,stimuli/fractals/104a.jpg,-0.234375,0.4166666666666667,94.0,LLP,stimuli/fractals/104a.jpg,-0.390625,0.4166666666666667,stimuli/fractals/104a.jpg,stimuli/fractals/104c.jpg,stimuli/fractals/104b.jpg,-0.390625,0.4166666666666667,-0.390625,0.1388888888888889,-0.234375,0.4166666666666667,0.390625,0.1388888888888889
46,1000,,2,LOC,LURE,stimuli/fractals/45c.jpg,-0.078125,0.1388888888888889,91.0,ERP,stimuli/fractals/45c.jpg,-0.078125,0.4166666666666667,stimuli/fractals/45c.jpg,stimuli/fractals/45b.jpg,stimuli/fractals/45a.jpg,-0.078125,0.4166666666666667,-0.234375,0.4166666666666667,-0.078125,0.1388888888888889,-0.390625,-0.4166666666666667
47,1000,,2,LOC,TARGET,stimuli/fractals/168c.jpg,0.390625,-0.1388888888888889,95.0,ERP,stimuli/fractals/168c.jpg,0.390625,-0.1388888888888889,stimuli/fractals/168c.jpg,stimuli/fractals/168a.jpg,stimuli/fractals/168b.jpg,0.390625,-0.1388888888888889,0.390625,0.1388888888888889,0.390625,-0.4166666666666667,-0.390625,-0.1388888888888889
48,3000,,2,LOC,TARGET,stimuli/fractals/23b.jpg,0.390625,-0.4166666666666667,98.0,LLP,stimuli/fractals/23b.jpg,0.390625,-0.4166666666666667,stimuli/fractals/23b.jpg,stimuli/fractals/23c.jpg,stimuli/fractals/23a.jpg,0.390625,-0.4166666666666667,0.234375,-0.4166666666666667,0.390625,-0.1388888888888889,-0.390625,0.1388888888888889
49,2000,,3,OBJ,LURE,stimuli/fractals/110b.jpg,-0.234375,0.4166666666666667,101.0,OLP,stimuli/fractals/110a.jpg,-0.234375,0.4166666666666667,stimuli/fractals/110a.jpg,stimuli/fractals/110c.jpg,stimuli/fractals/110b.jpg,-0.234375,0.4166666666666667,-0.078125,0.4166666666666667,-0.390625,0.4166666666666667,0.234375,-0.4166666666666667
50,3000,,3,OBJ,LURE,stimuli/fractals/41b.jpg,0.078125,-0.4166666666666667,105.0,ERP,stimuli/fractals/41a.jpg,0.078125,-0.4166666666666667,stimuli/fractals/41a.jpg,stimuli/fractals/41c.jpg,stimuli/fractals/41b.jpg,0.078125,-0.4166666666666667,0.234375,-0.4166666666666667,0.078125,-0.1388888888888889,-0.390625,0.4166666666666667
51,1000,,3,OBJ,LURE,stimuli/fractals/75c.jpg,0.390625,0.4166666666666667,102.0,OLP,stimuli/fractals/75b.jpg,0.390625,0.4166666666666667,stimuli/fractals/75b.jpg,stimuli/fractals/75a.jpg,stimuli/fractals/75c.jpg,0.390625,0.4166666666666667,0.390625,0.1388888888888889,0.234375,0.4166666666666667,-0.390625,-0.4166666666666667
52,2000,,3,OBJ,LURE,stimuli/fractals/3b.jpg,0.078125,-0.4166666666666667,103.0,OLP,stimuli/fractals/3c.jpg,0.078125,-0.4166666666666667,stimuli/fractals/3c.jpg,stimuli/fractals/3a.jpg,stimuli/fractals/3b.jpg,0.078125,-0.4166666666666667,0.078125,-0.1388888888888889,0.234375,-0.4166666666666667,-0.390625,0.4166666666666667
53,3000,,3,OBJ,FOIL,stimuli/fractals/116a.jpg,-0.234375,0.4166666666666667,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
54,2000,,3,OBJ,FOIL,stimuli/fractals/164c.jpg,-0.234375,-0.4166666666666667,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
55,4000,,3,OBJ,FOIL,stimuli/fractals/165c.jpg,0.078125,-0.4166666666666667,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
56,4000,,3,OBJ,LURE,stimuli/fractals/64c.jpg,-0.078125,-0.4166666666666667,111.0,ERP,stimuli/fractals/64a.jpg,-0.078125,-0.4166666666666667,stimuli/fractals/64a.jpg,stimuli/fractals/64b.jpg,stimuli/fractals/64c.jpg,-0.078125,-0.4166666666666667,-0.078125,-0.1388888888888889,0.078125,-0.4166666666666667,-0.390625,0.4166666666666667
57,1000,,3,OBJ,LURE,stimuli/fractals/61c.jpg,-0.390625,-0.4166666666666667,104.0,OLP,stimuli/fractals/61b.jpg,-0.390625,-0.4166666666666667,stimuli/fractals/61b.jpg,stimuli/fractals/61a.jpg,stimuli/fractals/61c.jpg,-0.390625,-0.4166666666666667,-0.234375,-0.4166666666666667,-0.390625,-0.1388888888888889,0.234375,0.4166666666666667
58,5000,,3,OBJ,LURE,stimuli/fractals/21a.jpg,0.390625,0.4166666666666667,112.0,ERP,stimuli/fractals/21c.jpg,0.390625,0.4166666666666667,stimuli/fractals/21c.jpg,stimuli/fractals/21b.jpg,stimuli/fractals/21a.jpg,0.390625,0.4166666666666667,0.234375,0.4166666666666667,0.390625,0.1388888888888889,-0.234375,-0.4166666666666667
59,3000,,3,OBJ,FOIL,stimuli/fractals/107b.jpg,-0.390625,-0.4166666666666667,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
60,1000,,3,OBJ,FOIL,stimuli/fractals/17a.jpg,-0.390625,0.1388888888888889,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
61,1000,,3,OBJ,TARGET,stimuli/fractals/13a.jpg,-0.234375,0.1388888888888889,113.0,ERP,stimuli/fractals/13a.jpg,-0.234375,0.1388888888888889,stimuli/fractals/13a.jpg,stimuli/fractals/13c.jpg,stimuli/fractals/13b.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.234375,0.4166666666666667,0.390625,-0.4166666666666667
62,1000,,3,OBJ,TARGET,stimuli/fractals/153b.jpg,-0.078125,0.4166666666666667,116.0,OLP,stimuli/fractals/153b.jpg,-0.078125,0.4166666666666667,stimuli/fractals/153b.jpg,stimuli/fractals/153a.jpg,stimuli/fractals/153c.jpg,-0.078125,0.4166666666666667,-0.078125,0.1388888888888889,-0.234375,0.4166666666666667,0.390625,-0.4166666666666667
63,1000,,3,OBJ,FOIL,stimuli/fractals/141b.jpg,0.390625,-0.1388888888888889,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
64,2000,,3,OBJ,TARGET,stimuli/fractals/76a.jpg,-0.234375,-0.1388888888888889,117.0,OLP,stimuli/fractals/76a.jpg,-0.234375,-0.1388888888888889,stimuli/fractals/76a.jpg,stimuli/fractals/76c.jpg,stimuli/fractals/76b.jpg,-0.234375,-0.1388888888888889,-0.234375,-0.4166666666666667,-0.078125,-0.1388888888888889,0.390625,-0.4166666666666667
65,1000,,3,OBJ,TARGET,stimuli/fractals/113b.jpg,-0.078125,-0.4166666666666667,120.0,ERP,stimuli/fractals/113b.jpg,-0.078125,-0.4166666666666667,stimuli/fractals/113b.jpg,stimuli/fractals/113c.jpg,stimuli/fractals/113a.jpg,-0.078125,-0.4166666666666667,-0.234375,-0.4166666666666667,-0.078125,-0.1388888888888889,0.390625,0.4166666666666667
66,4000,,3,OBJ,TARGET,stimuli/fractals/159a.jpg,0.234375,0.4166666666666667,121.0,OLP,stimuli/fractals/159a.jpg,0.234375,0.4166666666666667,stimuli/fractals/159a.jpg,stimuli/fractals/159b.jpg,stimuli/fractals/159c.jpg,0.234375,0.4166666666666667,0.234375,0.1388888888888889,0.390625,0.4166666666666667,-0.390625,0.1388888888888889
67,2000,,3,OBJ,TARGET,stimuli/fractals/18b.jpg,-0.234375,-0.1388888888888889,125.0,OLP,stimuli/fractals/18b.jpg,-0.234375,-0.1388888888888889,stimuli/fractals/18b.jpg,stimuli/fractals/18a.jpg,stimuli/fractals/18c.jpg,-0.234375,-0.1388888888888889,-0.234375,0.1388888888888889,-0.078125,-0.1388888888888889,0.234375,0.4166666666666667
68,3000,,3,OBJ,FOIL,stimuli/fractals/130a.jpg,-0.390625,-0.4166666666666667,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
69,500,,3,OBJ,TARGET,stimuli/fractals/137b.jpg,-0.234375,0.4166666666666667,122.0,ERP,stimuli/fractals/137b.jpg,-0.234375,0.4166666666666667,stimuli/fractals/137b.jpg,stimuli/fractals/137c.jpg,stimuli/fractals/137a.jpg,-0.234375,0.4166666666666667,-0.078125,0.4166666666666667,-0.390625,0.4166666666666667,0.390625,-0.1388888888888889
70,1000,,3,OBJ,FOIL,stimuli/fractals/87a.jpg,-0.234375,0.4166666666666667,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
71,2000,,3,OBJ,TARGET,stimuli/fractals/125c.jpg,0.234375,0.4166666666666667,138.0,ERP,stimuli/fractals/125c.jpg,0.234375,0.4166666666666667,stimuli/fractals/125c.jpg,stimuli/fractals/125b.jpg,stimuli/fractals/125a.jpg,0.234375,0.4166666666666667,0.078125,0.4166666666666667,0.390625,0.4166666666666667,-0.234375,-0.1388888888888889
72,1000,,3,OBJ,LURE,stimuli/fractals/147c.jpg,-0.390625,-0.4166666666666667,140.0,ERP,stimuli/fractals/147a.jpg,-0.390625,-0.4166666666666667,stimuli/fractals/147a.jpg,stimuli/fractals/147b.jpg,stimuli/fractals/147c.jpg,-0.390625,-0.4166666666666667,-0.390625,-0.1388888888888889,-0.234375,-0.4166666666666667,0.390625,0.4166666666666667
73,2000,,4,LOC,TARGET,stimuli/fractals/43a.jpg,0.234375,-0.4166666666666667,167.0,ERP,stimuli/fractals/43a.jpg,0.234375,-0.4166666666666667,stimuli/fractals/43a.jpg,stimuli/fractals/43b.jpg,stimuli/fractals/43c.jpg,0.234375,-0.4166666666666667,0.234375,-0.1388888888888889,0.390625,-0.4166666666666667,-0.078125,0.4166666666666667
74,500,,4,LOC,FOIL,stimuli/fractals/27c.jpg,-0.390625,0.4166666666666667,151.0,LLP,stimuli/fractals/27c.jpg,0.078125,-0.1388888888888889,stimuli/fractals/27c.jpg,stimuli/fractals/27b.jpg,stimuli/fractals/27a.jpg,0.078125,-0.1388888888888889,0.078125,0.1388888888888889,0.078125,-0.4166666666666667,-0.390625,0.4166666666666667
75,1000,,4,LOC,LURE,stimuli/fractals/169c.jpg,0.078125,-0.1388888888888889,171.0,ERP,stimuli/fractals/169c.jpg,0.234375,-0.1388888888888889,stimuli/fractals/169c.jpg,stimuli/fractals/169b.jpg,stimuli/fractals/169a.jpg,0.234375,-0.1388888888888889,0.234375,-0.4166666666666667,0.078125,-0.1388888888888889,-0.390625,-0.4166666666666667
76,4000,,4,LOC,TARGET,stimuli/fractals/126c.jpg,-0.234375,-0.1388888888888889,152.0,LLP,stimuli/fractals/126c.jpg,-0.234375,-0.1388888888888889,stimuli/fractals/126c.jpg,stimuli/fractals/126a.jpg,stimuli/fractals/126b.jpg,-0.234375,-0.1388888888888889,-0.234375,0.1388888888888889,-0.234375,-0.4166666666666667,0.234375,0.4166666666666667
77,1000,,4,LOC,LURE,stimuli/fractals/52c.jpg,-0.390625,-0.1388888888888889,155.0,LLP,stimuli/fractals/52c.jpg,-0.390625,-0.4166666666666667,stimuli/fractals/52c.jpg,stimuli/fractals/52a.jpg,stimuli/fractals/52b.jpg,-0.390625,-0.4166666666666667,-0.234375,-0.4166666666666667,-0.390625,-0.1388888888888889,0.390625,0.4166666666666667
78,2000,,4,LOC,LURE,stimuli/fractals/63b.jpg,0.234375,0.1388888888888889,179.0,ERP,stimuli/fractals/63b.jpg,0.234375,-0.1388888888888889,stimuli/fractals/63b.jpg,stimuli/fractals/63a.jpg,stimuli/fractals/63c.jpg,0.234375,-0.1388888888888889,0.390625,-0.1388888888888889,0.234375,0.1388888888888889,-0.390625,0.4166666666666667
79,1000,,4,LOC,FOIL,stimuli/fractals/139a.jpg,0.390625,-0.4166666666666667,182.0,ERP,stimuli/fractals/139a.jpg,-0.078125,0.1388888888888889,stimuli/fractals/139a.jpg,stimuli/fractals/139c.jpg,stimuli/fractals/139b.jpg,-0.078125,0.1388888888888889,-0.234375,0.1388888888888889,0.078125,0.1388888888888889,0.390625,-0.4166666666666667
