TASK,TrialIndex,Jitter,ScannerRun,BlockNr,TrialType,StimType,Order,Delay,CurrentImage,CurrentX,CurrentY,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil
ENC,11,1000,1,1,OBJ,OLP,2,0,stimuli/fractals/89c.jpg,0.269051095,0.000287427,stimuli/fractals/89a.jpg,stimuli/fractals/89c.jpg,stimuli/fractals/89b.jpg,0.269051095,0.000287427,0.30780481,-0.406703573,-0.03863884,-0.029571764,-0.379772737,-0.297857863
ENC,12,2000,1,1,OBJ,ERP,1,4,stimuli/fractals/44a.jpg,-0.380411571,-0.034671355,stimuli/fractals/44a.jpg,stimuli/fractals/44c.jpg,stimuli/fractals/44b.jpg,-0.380411571,-0.034671355,-0.125804258,-0.194250553,-0.061225409,0.070733845,0.302672407,0.396786151
ENC,13,6000,1,1,OBJ,OLP,1,2,stimuli/fractals/126a.jpg,0.005576028,0.408717786,stimuli/fractals/126a.jpg,stimuli/fractals/126c.jpg,stimuli/fractals/126b.jpg,0.005576028,0.408717786,-0.215288561,0.067139886,0.209407978,0.009582689,0.238011434,-0.358024706
ENC,14,2000,1,1,OBJ,ERP,1,3,stimuli/fractals/62b.jpg,0.014070148,-0.032929965,stimuli/fractals/62b.jpg,stimuli/fractals/62a.jpg,stimuli/fractals/62c.jpg,0.014070148,-0.032929965,0.208154307,0.258327804,-0.249565101,0.165151776,-0.386193446,0.406057839
ENC,15,3000,1,1,OBJ,OLP,1,4,stimuli/fractals/23b.jpg,-0.238022544,0.078815183,stimuli/fractals/23b.jpg,stimuli/fractals/23c.jpg,stimuli/fractals/23a.jpg,-0.238022544,0.078815183,-0.347788732,-0.339472141,-0.3664697,-0.341527109,0.317561498,0.22832762
ENC,16,2000,1,1,OBJ,OLP,2,0,stimuli/fractals/126c.jpg,0.005576028,0.408717786,stimuli/fractals/126a.jpg,stimuli/fractals/126c.jpg,stimuli/fractals/126b.jpg,0.005576028,0.408717786,-0.215288561,0.067139886,0.209407978,0.009582689,0.238011434,-0.358024706
ENC,17,2000,1,1,OBJ,ERP,2,0,stimuli/fractals/44a.jpg,-0.380411571,-0.034671355,stimuli/fractals/44a.jpg,stimuli/fractals/44c.jpg,stimuli/fractals/44b.jpg,-0.380411571,-0.034671355,-0.125804258,-0.194250553,-0.061225409,0.070733845,0.302672407,0.396786151
ENC,18,2000,1,1,OBJ,ERP,2,0,stimuli/fractals/62b.jpg,0.014070148,-0.032929965,stimuli/fractals/62b.jpg,stimuli/fractals/62a.jpg,stimuli/fractals/62c.jpg,0.014070148,-0.032929965,0.208154307,0.258327804,-0.249565101,0.165151776,-0.386193446,0.406057839
ENC,19,1000,1,1,OBJ,ERP,1,6,stimuli/fractals/158a.jpg,-0.254620949,-0.123749793,stimuli/fractals/158a.jpg,stimuli/fractals/158c.jpg,stimuli/fractals/158b.jpg,-0.254620949,-0.123749793,-0.257433273,0.259106874,-0.061986909,0.313363707,0.208520667,-0.334508996
ENC,20,3000,1,1,OBJ,OLP,2,0,stimuli/fractals/23c.jpg,-0.238022544,0.078815183,stimuli/fractals/23b.jpg,stimuli/fractals/23c.jpg,stimuli/fractals/23a.jpg,-0.238022544,0.078815183,-0.347788732,-0.339472141,-0.3664697,-0.341527109,0.317561498,0.22832762
ENC,21,3000,1,1,OBJ,BL,0,0,stimuli/fractals/75c.jpg,-0.152049015,0.402125425,stimuli/fractals/75c.jpg,stimuli/fractals/75b.jpg,stimuli/fractals/75a.jpg,-0.152049015,0.402125425,0.150226825,0.044687392,0.068943451,0.294584531,-0.3168508,-0.395129957
ENC,22,1000,1,1,OBJ,ERP,1,1,stimuli/fractals/16c.jpg,-0.154131326,0.373193208,stimuli/fractals/16c.jpg,stimuli/fractals/16a.jpg,stimuli/fractals/16b.jpg,-0.154131326,0.373193208,-0.253775065,-0.221767352,-0.378127376,0.117323662,0.321456709,-0.147347492
ENC,23,2000,1,1,OBJ,OLP,1,1,stimuli/fractals/34c.jpg,0.024942845,0.277566523,stimuli/fractals/34c.jpg,stimuli/fractals/34b.jpg,stimuli/fractals/34a.jpg,0.024942845,0.277566523,0.269727177,-0.128315362,0.14685639,-0.144455607,-0.342385106,-0.288734045
ENC,24,1000,1,1,OBJ,ERP,2,0,stimuli/fractals/16c.jpg,-0.154131326,0.373193208,stimuli/fractals/16c.jpg,stimuli/fractals/16a.jpg,stimuli/fractals/16b.jpg,-0.154131326,0.373193208,-0.253775065,-0.221767352,-0.378127376,0.117323662,0.321456709,-0.147347492
ENC,25,4000,1,1,OBJ,OLP,2,0,stimuli/fractals/34b.jpg,0.024942845,0.277566523,stimuli/fractals/34c.jpg,stimuli/fractals/34b.jpg,stimuli/fractals/34a.jpg,0.024942845,0.277566523,0.269727177,-0.128315362,0.14685639,-0.144455607,-0.342385106,-0.288734045
ENC,26,4000,1,1,OBJ,ERP,2,0,stimuli/fractals/158a.jpg,-0.254620949,-0.123749793,stimuli/fractals/158a.jpg,stimuli/fractals/158c.jpg,stimuli/fractals/158b.jpg,-0.254620949,-0.123749793,-0.257433273,0.259106874,-0.061986909,0.313363707,0.208520667,-0.334508996
ENC,27,2000,1,1,OBJ,OLP,1,3,stimuli/fractals/141a.jpg,0.364455558,0.344826522,stimuli/fractals/141a.jpg,stimuli/fractals/141b.jpg,stimuli/fractals/141c.jpg,0.364455558,0.344826522,0.36030221,-0.264142797,0.138502151,0.276646245,-0.117564593,0.033582298
ENC,28,5000,1,1,OBJ,OLP,1,5,stimuli/fractals/127a.jpg,-0.269620893,0.007808798,stimuli/fractals/127a.jpg,stimuli/fractals/127c.jpg,stimuli/fractals/127b.jpg,-0.269620893,0.007808798,-0.165665124,-0.383083939,0.024439173,0.047141558,0.383589126,-0.366332081
ENC,29,2000,1,1,OBJ,OLP,1,5,stimuli/fractals/31b.jpg,-0.27216228,-0.387175394,stimuli/fractals/31b.jpg,stimuli/fractals/31a.jpg,stimuli/fractals/31c.jpg,-0.27216228,-0.387175394,-0.345495278,0.208357978,0.056073832,-0.289830794,0.249602504,-0.351202731
ENC,30,1000,1,1,OBJ,ERP,1,1,stimuli/fractals/137c.jpg,-0.135421427,-0.310213708,stimuli/fractals/137c.jpg,stimuli/fractals/137b.jpg,stimuli/fractals/137a.jpg,-0.135421427,-0.310213708,-0.386879051,-0.316879948,-0.281556629,0.140692545,0.337051983,-0.370334602
ENC,31,500,1,1,OBJ,OLP,2,0,stimuli/fractals/141b.jpg,0.364455558,0.344826522,stimuli/fractals/141a.jpg,stimuli/fractals/141b.jpg,stimuli/fractals/141c.jpg,0.364455558,0.344826522,0.36030221,-0.264142797,0.138502151,0.276646245,-0.117564593,0.033582298
ENC,32,5000,1,1,OBJ,ERP,2,0,stimuli/fractals/137c.jpg,-0.135421427,-0.310213708,stimuli/fractals/137c.jpg,stimuli/fractals/137b.jpg,stimuli/fractals/137a.jpg,-0.135421427,-0.310213708,-0.386879051,-0.316879948,-0.281556629,0.140692545,0.337051983,-0.370334602
ENC,33,3000,1,1,OBJ,BL,0,0,stimuli/fractals/75c.jpg,-0.152049015,0.402125425,stimuli/fractals/75c.jpg,stimuli/fractals/75b.jpg,stimuli/fractals/75a.jpg,-0.152049015,0.402125425,0.150226825,0.044687392,0.068943451,0.294584531,-0.3168508,-0.395129957
ENC,34,2000,1,1,OBJ,OLP,2,0,stimuli/fractals/127c.jpg,-0.152049015,0.402125425,stimuli/fractals/127a.jpg,stimuli/fractals/127c.jpg,stimuli/fractals/127b.jpg,-0.152049015,0.402125425,0.150226825,0.044687392,0.068943451,0.294584531,-0.3168508,-0.395129957
ENC,35,3000,1,1,OBJ,OLP,2,0,stimuli/fractals/31a.jpg,-0.27216228,-0.387175394,stimuli/fractals/31b.jpg,stimuli/fractals/31a.jpg,stimuli/fractals/31c.jpg,-0.27216228,-0.387175394,-0.345495278,0.208357978,0.056073832,-0.289830794,0.249602504,-0.351202731
ENC,36,5000,1,1,OBJ,OLP,1,3,stimuli/fractals/27a.jpg,-0.381695826,0.039013182,stimuli/fractals/27a.jpg,stimuli/fractals/27c.jpg,stimuli/fractals/27b.jpg,-0.381695826,0.039013182,-0.163408596,0.406272832,-0.276463085,-0.393910657,0.108958589,-0.36830617
ENC,37,1000,1,1,OBJ,ERP,1,5,stimuli/fractals/51b.jpg,0.375081955,-0.001795015,stimuli/fractals/51b.jpg,stimuli/fractals/51a.jpg,stimuli/fractals/51c.jpg,0.375081955,-0.001795015,0.375329037,0.404272765,0.340557962,-0.414381309,-0.110480436,-0.190042472
ENC,38,1000,1,1,OBJ,OLP,1,6,stimuli/fractals/20c.jpg,-0.04885209,-0.415365383,stimuli/fractals/20c.jpg,stimuli/fractals/20b.jpg,stimuli/fractals/20a.jpg,-0.04885209,-0.415365383,-0.128680897,0.096143371,-0.304153361,-0.26580085,0.355110254,0.220553094
ENC,39,1000,1,1,OBJ,OLP,1,4,stimuli/fractals/150b.jpg,-0.245844026,0.042679575,stimuli/fractals/150b.jpg,stimuli/fractals/150c.jpg,stimuli/fractals/150a.jpg,-0.245844026,0.042679575,-0.265961905,-0.327397343,-0.311266355,-0.39663299,0.203060315,-0.285276486
ENC,40,1000,1,1,OBJ,OLP,2,0,stimuli/fractals/27c.jpg,-0.381695826,0.039013182,stimuli/fractals/27a.jpg,stimuli/fractals/27c.jpg,stimuli/fractals/27b.jpg,-0.381695826,0.039013182,-0.163408596,0.406272832,-0.276463085,-0.393910657,0.108958589,-0.36830617
ENC,41,7000,1,1,OBJ,OLP,1,5,stimuli/fractals/111c.jpg,0.070961449,0.344698491,stimuli/fractals/111c.jpg,stimuli/fractals/111a.jpg,stimuli/fractals/111b.jpg,0.070961449,0.344698491,-0.148886011,0.371887312,-0.180902649,0.11637231,-0.368081146,-0.396293267
ENC,42,4000,1,1,OBJ,OLP,1,3,stimuli/fractals/29b.jpg,-0.34429287,0.182498868,stimuli/fractals/29b.jpg,stimuli/fractals/29c.jpg,stimuli/fractals/29a.jpg,-0.34429287,0.182498868,-0.350337487,-0.214194164,-0.110020576,0.384413483,0.221546139,0.098766056
ENC,43,500,1,1,OBJ,ERP,2,0,stimuli/fractals/51b.jpg,0.375081955,-0.001795015,stimuli/fractals/51b.jpg,stimuli/fractals/51a.jpg,stimuli/fractals/51c.jpg,0.375081955,-0.001795015,0.375329037,0.404272765,0.340557962,-0.414381309,-0.110480436,-0.190042472
ENC,44,6000,1,1,OBJ,OLP,2,0,stimuli/fractals/150c.jpg,-0.245844026,0.042679575,stimuli/fractals/150b.jpg,stimuli/fractals/150c.jpg,stimuli/fractals/150a.jpg,-0.245844026,0.042679575,-0.265961905,-0.327397343,-0.311266355,-0.39663299,0.203060315,-0.285276486
ENC,45,6000,1,1,OBJ,OLP,2,0,stimuli/fractals/20b.jpg,-0.04885209,-0.415365383,stimuli/fractals/20c.jpg,stimuli/fractals/20b.jpg,stimuli/fractals/20a.jpg,-0.04885209,-0.415365383,-0.128680897,0.096143371,-0.304153361,-0.26580085,0.355110254,0.220553094
ENC,46,1000,1,1,OBJ,OLP,2,0,stimuli/fractals/29c.jpg,-0.34429287,0.182498868,stimuli/fractals/29b.jpg,stimuli/fractals/29c.jpg,stimuli/fractals/29a.jpg,-0.34429287,0.182498868,-0.350337487,-0.214194164,-0.110020576,0.384413483,0.221546139,0.098766056
ENC,47,1000,1,1,OBJ,OLP,2,0,stimuli/fractals/111a.jpg,0.070961449,0.344698491,stimuli/fractals/111c.jpg,stimuli/fractals/111a.jpg,stimuli/fractals/111b.jpg,0.070961449,0.344698491,-0.148886011,0.371887312,-0.180902649,0.11637231,-0.368081146,-0.396293267
ENC,48,3000,1,1,OBJ,OLP,1,2,stimuli/fractals/165c.jpg,-0.03701511,-0.301002488,stimuli/fractals/165c.jpg,stimuli/fractals/165b.jpg,stimuli/fractals/165a.jpg,-0.03701511,-0.301002488,-0.262845798,-0.244657271,0.309438811,-0.117808208,0.33769371,0.257820367
ENC,49,8000,1,1,OBJ,OLP,1,4,stimuli/fractals/73b.jpg,0.3332947,0.20094453,stimuli/fractals/73b.jpg,stimuli/fractals/73c.jpg,stimuli/fractals/73a.jpg,0.3332947,0.20094453,0.102234758,-0.276419048,0.101707594,0.181155173,-0.360389919,0.124290113
ENC,50,3000,1,1,OBJ,ERP,1,6,stimuli/fractals/123a.jpg,-0.29689507,-0.070054642,stimuli/fractals/123a.jpg,stimuli/fractals/123b.jpg,stimuli/fractals/123c.jpg,-0.29689507,-0.070054642,-0.346486942,0.361705604,-0.068989015,0.180164891,0.241317238,0.029165367
ENC,51,500,1,1,OBJ,OLP,2,0,stimuli/fractals/165b.jpg,-0.03701511,-0.301002488,stimuli/fractals/165c.jpg,stimuli/fractals/165b.jpg,stimuli/fractals/165a.jpg,-0.03701511,-0.301002488,-0.262845798,-0.244657271,0.309438811,-0.117808208,0.33769371,0.257820367
ENC,52,7000,1,1,OBJ,OLP,1,6,stimuli/fractals/68a.jpg,-0.113031045,-0.238350372,stimuli/fractals/68a.jpg,stimuli/fractals/68b.jpg,stimuli/fractals/68c.jpg,-0.113031045,-0.238350372,-0.165940556,0.139768896,0.10317692,-0.043802274,0.386110956,0.011179285
ENC,53,2000,1,1,OBJ,OLP,1,2,stimuli/fractals/47c.jpg,-0.13747214,-0.159941639,stimuli/fractals/47c.jpg,stimuli/fractals/47a.jpg,stimuli/fractals/47b.jpg,-0.13747214,-0.159941639,-0.130056295,0.226882725,0.192884961,-0.207421587,0.384460241,-0.409143266
ENC,54,4000,1,1,OBJ,OLP,2,0,stimuli/fractals/73c.jpg,0.3332947,0.20094453,stimuli/fractals/73b.jpg,stimuli/fractals/73c.jpg,stimuli/fractals/73a.jpg,0.3332947,0.20094453,0.102234758,-0.276419048,0.101707594,0.181155173,-0.360389919,0.124290113
ENC,55,2000,1,1,OBJ,OLP,1,2,stimuli/fractals/99c.jpg,0.065371361,-0.048253372,stimuli/fractals/99c.jpg,stimuli/fractals/99b.jpg,stimuli/fractals/99a.jpg,0.065371361,-0.048253372,0.30066607,0.268522496,-0.248915589,0.068620038,-0.387682632,0.171829425
ENC,56,3000,1,1,OBJ,OLP,2,0,stimuli/fractals/47a.jpg,-0.13747214,-0.159941639,stimuli/fractals/47c.jpg,stimuli/fractals/47a.jpg,stimuli/fractals/47b.jpg,-0.13747214,-0.159941639,-0.130056295,0.226882725,0.192884961,-0.207421587,0.384460241,-0.409143266
ENC,57,2000,1,1,OBJ,ERP,2,0,stimuli/fractals/123a.jpg,-0.29689507,-0.070054642,stimuli/fractals/123a.jpg,stimuli/fractals/123b.jpg,stimuli/fractals/123c.jpg,-0.29689507,-0.070054642,-0.346486942,0.361705604,-0.068989015,0.180164891,0.241317238,0.029165367
ENC,58,2000,1,1,OBJ,OLP,2,0,stimuli/fractals/99b.jpg,0.065371361,-0.048253372,stimuli/fractals/99c.jpg,stimuli/fractals/99b.jpg,stimuli/fractals/99a.jpg,0.065371361,-0.048253372,0.30066607,0.268522496,-0.248915589,0.068620038,-0.387682632,0.171829425
ENC,59,4000,1,1,OBJ,OLP,2,0,stimuli/fractals/68b.jpg,-0.113031045,-0.238350372,stimuli/fractals/68a.jpg,stimuli/fractals/68b.jpg,stimuli/fractals/68c.jpg,-0.113031045,-0.238350372,-0.165940556,0.139768896,0.10317692,-0.043802274,0.386110956,0.011179285
ENC,60,1000,1,1,OBJ,OLP,1,1,stimuli/fractals/144a.jpg,0.389983315,0.026217316,stimuli/fractals/144a.jpg,stimuli/fractals/144b.jpg,stimuli/fractals/144c.jpg,0.389983315,0.026217316,0.138297555,-0.34788073,0.040281738,-0.045129887,-0.219452115,0.336144715
ENC,61,3000,1,1,OBJ,ERP,1,3,stimuli/fractals/164a.jpg,0.346144221,-0.13903597,stimuli/fractals/164a.jpg,stimuli/fractals/164b.jpg,stimuli/fractals/164c.jpg,0.346144221,-0.13903597,0.356774493,0.312522073,0.124021013,-0.023830831,-0.223077655,0.08476803
ENC,62,2000,1,1,OBJ,OLP,2,0,stimuli/fractals/144b.jpg,0.389983315,0.026217316,stimuli/fractals/144a.jpg,stimuli/fractals/144b.jpg,stimuli/fractals/144c.jpg,0.389983315,0.026217316,0.138297555,-0.34788073,0.040281738,-0.045129887,-0.219452115,0.336144715
ENC,63,5000,1,1,OBJ,BL,0,0,stimuli/fractals/75c.jpg,-0.152049015,0.402125425,stimuli/fractals/75c.jpg,stimuli/fractals/75b.jpg,stimuli/fractals/75a.jpg,-0.152049015,0.402125425,0.150226825,0.044687392,0.068943451,0.294584531,-0.3168508,-0.395129957
ENC,64,6000,1,1,OBJ,ERP,1,1,stimuli/fractals/2a.jpg,-0.153053116,0.365834619,stimuli/fractals/2a.jpg,stimuli/fractals/2c.jpg,stimuli/fractals/2b.jpg,-0.153053116,0.365834619,-0.346964578,-0.023702524,-0.057836157,-0.126656675,0.340162818,0.137653992
ENC,65,2000,1,1,OBJ,ERP,2,0,stimuli/fractals/164a.jpg,0.346144221,-0.13903597,stimuli/fractals/164a.jpg,stimuli/fractals/164b.jpg,stimuli/fractals/164c.jpg,0.346144221,-0.13903597,0.356774493,0.312522073,0.124021013,-0.023830831,-0.223077655,0.08476803
ENC,66,2000,1,1,OBJ,ERP,2,0,stimuli/fractals/2a.jpg,-0.153053116,0.365834619,stimuli/fractals/2a.jpg,stimuli/fractals/2c.jpg,stimuli/fractals/2b.jpg,-0.153053116,0.365834619,-0.346964578,-0.023702524,-0.057836157,-0.126656675,0.340162818,0.137653992
ENC,67,6000,1,1,OBJ,OLP,1,1,stimuli/fractals/8c.jpg,0.303708086,0.25541648,stimuli/fractals/8c.jpg,stimuli/fractals/8a.jpg,stimuli/fractals/8b.jpg,0.303708086,0.25541648,0.356214973,-0.11072916,0.249034282,-0.12697501,-0.109775393,-0.244841822
ENC,68,3000,1,1,OBJ,OLP,1,4,stimuli/fractals/14c.jpg,-0.257433347,-0.390302454,stimuli/fractals/14c.jpg,stimuli/fractals/14a.jpg,stimuli/fractals/14b.jpg,-0.257433347,-0.390302454,-0.387603325,-0.095288091,-0.146018397,0.027848052,0.021397318,0.3184008
ENC,69,2000,1,1,OBJ,OLP,2,0,stimuli/fractals/8a.jpg,0.303708086,0.25541648,stimuli/fractals/8c.jpg,stimuli/fractals/8a.jpg,stimuli/fractals/8b.jpg,0.303708086,0.25541648,0.356214973,-0.11072916,0.249034282,-0.12697501,-0.109775393,-0.244841822
ENC,70,1000,1,1,OBJ,OLP,1,5,stimuli/fractals/81b.jpg,-0.011428586,0.024007048,stimuli/fractals/81b.jpg,stimuli/fractals/81c.jpg,stimuli/fractals/81a.jpg,-0.011428586,0.024007048,-0.362966588,0.022629322,-0.159942494,0.412429669,0.390350709,-0.407795073
ENC,71,1000,1,1,OBJ,OLP,1,2,stimuli/fractals/90c.jpg,-0.167810177,0.078652039,stimuli/fractals/90c.jpg,stimuli/fractals/90b.jpg,stimuli/fractals/90a.jpg,-0.167810177,0.078652039,-0.385207875,-0.343894854,0.094497925,0.33791763,0.249452776,-0.39439817
ENC,72,1000,1,1,OBJ,ERP,1,2,stimuli/fractals/166a.jpg,-0.26365109,0.263568052,stimuli/fractals/166a.jpg,stimuli/fractals/166c.jpg,stimuli/fractals/166b.jpg,-0.26365109,0.263568052,-0.32369868,-0.24662395,0.095176337,0.224456306,0.290943684,0.365313711
ENC,73,1000,1,1,OBJ,OLP,2,0,stimuli/fractals/14a.jpg,-0.257433347,-0.390302454,stimuli/fractals/14c.jpg,stimuli/fractals/14a.jpg,stimuli/fractals/14b.jpg,-0.257433347,-0.390302454,-0.387603325,-0.095288091,-0.146018397,0.027848052,0.021397318,0.3184008
ENC,74,1000,1,1,OBJ,OLP,2,0,stimuli/fractals/90b.jpg,-0.167810177,0.078652039,stimuli/fractals/90c.jpg,stimuli/fractals/90b.jpg,stimuli/fractals/90a.jpg,-0.167810177,0.078652039,-0.385207875,-0.343894854,0.094497925,0.33791763,0.249452776,-0.39439817
ENC,75,5000,1,1,OBJ,ERP,2,0,stimuli/fractals/166a.jpg,-0.26365109,0.263568052,stimuli/fractals/166a.jpg,stimuli/fractals/166c.jpg,stimuli/fractals/166b.jpg,-0.26365109,0.263568052,-0.32369868,-0.24662395,0.095176337,0.224456306,0.290943684,0.365313711
ENC,76,1000,1,1,OBJ,OLP,2,0,stimuli/fractals/81c.jpg,-0.011428586,0.024007048,stimuli/fractals/81b.jpg,stimuli/fractals/81c.jpg,stimuli/fractals/81a.jpg,-0.011428586,0.024007048,-0.362966588,0.022629322,-0.159942494,0.412429669,0.390350709,-0.407795073
ENC,77,3000,2,2,OBJ,OLP,1,6,stimuli/fractals/159b.jpg,0.273881331,0.165865662,stimuli/fractals/159b.jpg,stimuli/fractals/159a.jpg,stimuli/fractals/159c.jpg,0.273881331,0.165865662,0.368535978,-0.255161989,0.067988421,0.41039128,-0.314334717,-0.171071527
ENC,78,5000,2,2,OBJ,OLP,1,3,stimuli/fractals/60c.jpg,-0.325352508,-0.039536725,stimuli/fractals/60c.jpg,stimuli/fractals/60a.jpg,stimuli/fractals/60b.jpg,-0.325352508,-0.039536725,-0.084835915,-0.111145195,-0.075746547,0.039152139,0.30922842,0.340980762
ENC,79,1000,2,2,OBJ,ERP,1,6,stimuli/fractals/50a.jpg,0.169924329,-0.2998572,stimuli/fractals/50a.jpg,stimuli/fractals/50b.jpg,stimuli/fractals/50c.jpg,0.169924329,-0.2998572,0.097514512,0.153319566,0.130814738,0.206269179,-0.352740235,-0.089335869
ENC,80,8000,2,2,OBJ,ERP,1,6,stimuli/fractals/121c.jpg,-0.331484131,-0.303228451,stimuli/fractals/121c.jpg,stimuli/fractals/121a.jpg,stimuli/fractals/121b.jpg,-0.331484131,-0.303228451,-0.375384255,0.194024011,-0.087840286,-0.252083556,0.129824431,0.270779385
ENC,81,2000,2,2,OBJ,OLP,1,1,stimuli/fractals/161a.jpg,-0.367817608,0.161542447,stimuli/fractals/161a.jpg,stimuli/fractals/161c.jpg,stimuli/fractals/161b.jpg,-0.367817608,0.161542447,-0.303851976,-0.415372764,-0.082955723,0.134101842,0.227194539,0.218937724
ENC,82,3000,2,2,OBJ,OLP,2,0,stimuli/fractals/60a.jpg,-0.325352508,-0.039536725,stimuli/fractals/60c.jpg,stimuli/fractals/60a.jpg,stimuli/fractals/60b.jpg,-0.325352508,-0.039536725,-0.084835915,-0.111145195,-0.075746547,0.039152139,0.30922842,0.340980762
ENC,83,3000,2,2,OBJ,OLP,2,0,stimuli/fractals/161c.jpg,-0.367817608,0.161542447,stimuli/fractals/161a.jpg,stimuli/fractals/161c.jpg,stimuli/fractals/161b.jpg,-0.367817608,0.161542447,-0.303851976,-0.415372764,-0.082955723,0.134101842,0.227194539,0.218937724
ENC,84,1000,2,2,OBJ,OLP,2,0,stimuli/fractals/159a.jpg,0.273881331,0.165865662,stimuli/fractals/159b.jpg,stimuli/fractals/159a.jpg,stimuli/fractals/159c.jpg,0.273881331,0.165865662,0.368535978,-0.255161989,0.067988421,0.41039128,-0.314334717,-0.171071527
ENC,85,1000,2,2,OBJ,BL,0,0,stimuli/fractals/75c.jpg,-0.152049015,0.402125425,stimuli/fractals/75c.jpg,stimuli/fractals/75b.jpg,stimuli/fractals/75a.jpg,-0.152049015,0.402125425,0.150226825,0.044687392,0.068943451,0.294584531,-0.3168508,-0.395129957
ENC,86,3000,2,2,OBJ,ERP,2,0,stimuli/fractals/50a.jpg,-0.152049015,0.402125425,stimuli/fractals/50a.jpg,stimuli/fractals/50b.jpg,stimuli/fractals/50c.jpg,-0.152049015,0.402125425,0.150226825,0.044687392,0.068943451,0.294584531,-0.3168508,-0.395129957
ENC,87,6000,2,2,OBJ,ERP,2,0,stimuli/fractals/121c.jpg,-0.331484131,-0.303228451,stimuli/fractals/121c.jpg,stimuli/fractals/121a.jpg,stimuli/fractals/121b.jpg,-0.331484131,-0.303228451,-0.375384255,0.194024011,-0.087840286,-0.252083556,0.129824431,0.270779385
ENC,88,3000,2,2,OBJ,OLP,1,5,stimuli/fractals/106c.jpg,-0.241468609,0.132356774,stimuli/fractals/106c.jpg,stimuli/fractals/106b.jpg,stimuli/fractals/106a.jpg,-0.241468609,0.132356774,-0.300479679,-0.223072214,-0.33625451,-0.302094076,0.303014251,-0.303548954
