TrialIndex,Jitter,ScannerRun,BlockNr,TrialType,StimType,CurrentImage,CurrentX,CurrentY,EncodingTrialIndex,EncodingStimType,EncodingImage,EncodingXcoordinate,EncodingYcoordinate,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil
29,2000,,2,LOC,FOIL,stimuli/fractals/122c.jpg,-0.390625,-0.4166666666666667,56.0,LLP,stimuli/fractals/122c.jpg,0.078125,0.1388888888888889,stimuli/fractals/122c.jpg,stimuli/fractals/122a.jpg,stimuli/fractals/122b.jpg,0.078125,0.1388888888888889,0.078125,0.4166666666666667,0.078125,-0.1388888888888889,-0.390625,-0.4166666666666667
30,8000,,2,LOC,FOIL,stimuli/fractals/70a.jpg,0.390625,0.4166666666666667,45.0,ERP,stimuli/fractals/70a.jpg,-0.078125,-0.1388888888888889,stimuli/fractals/70a.jpg,stimuli/fractals/70c.jpg,stimuli/fractals/70b.jpg,-0.078125,-0.1388888888888889,-0.078125,-0.4166666666666667,0.078125,-0.1388888888888889,0.390625,0.4166666666666667
31,3000,,2,LOC,FOIL,stimuli/fractals/65a.jpg,0.390625,0.4166666666666667,48.0,ERP,stimuli/fractals/65a.jpg,-0.234375,-0.4166666666666667,stimuli/fractals/65a.jpg,stimuli/fractals/65c.jpg,stimuli/fractals/65b.jpg,-0.234375,-0.4166666666666667,-0.390625,-0.4166666666666667,-0.234375,-0.1388888888888889,0.390625,0.4166666666666667
32,500,,2,LOC,FOIL,stimuli/fractals/2c.jpg,0.390625,0.4166666666666667,57.0,ERP,stimuli/fractals/2c.jpg,-0.390625,-0.4166666666666667,stimuli/fractals/2c.jpg,stimuli/fractals/2a.jpg,stimuli/fractals/2b.jpg,-0.390625,-0.4166666666666667,-0.234375,-0.4166666666666667,-0.390625,-0.1388888888888889,0.390625,0.4166666666666667
33,2000,,2,LOC,LURE,stimuli/fractals/115a.jpg,-0.234375,-0.1388888888888889,69.0,LLP,stimuli/fractals/115a.jpg,-0.390625,-0.1388888888888889,stimuli/fractals/115a.jpg,stimuli/fractals/115c.jpg,stimuli/fractals/115b.jpg,-0.390625,-0.1388888888888889,-0.390625,-0.4166666666666667,-0.234375,-0.1388888888888889,0.234375,-0.4166666666666667
34,1000,,2,LOC,TARGET,stimuli/fractals/11a.jpg,-0.078125,-0.4166666666666667,75.0,LLP,stimuli/fractals/11a.jpg,-0.078125,-0.4166666666666667,stimuli/fractals/11a.jpg,stimuli/fractals/11b.jpg,stimuli/fractals/11c.jpg,-0.078125,-0.4166666666666667,0.078125,-0.4166666666666667,-0.234375,-0.4166666666666667,0.234375,0.4166666666666667
35,1000,,2,LOC,LURE,stimuli/fractals/116c.jpg,0.234375,0.1388888888888889,85.0,LLP,stimuli/fractals/116c.jpg,0.234375,-0.1388888888888889,stimuli/fractals/116c.jpg,stimuli/fractals/116b.jpg,stimuli/fractals/116a.jpg,0.234375,-0.1388888888888889,0.234375,-0.4166666666666667,0.234375,0.1388888888888889,-0.390625,0.1388888888888889
36,1000,,2,LOC,FOIL,stimuli/fractals/82a.jpg,-0.390625,-0.4166666666666667,43.0,OLP,stimuli/fractals/82a.jpg,0.078125,0.1388888888888889,stimuli/fractals/82a.jpg,stimuli/fractals/82b.jpg,stimuli/fractals/82c.jpg,0.078125,0.1388888888888889,0.078125,0.4166666666666667,0.078125,-0.1388888888888889,-0.390625,-0.4166666666666667
37,2000,,3,OBJ,FOIL,stimuli/fractals/8a.jpg,0.390625,-0.4166666666666667,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
38,1000,,3,OBJ,FOIL,stimuli/fractals/83c.jpg,0.390625,0.4166666666666667,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
39,6000,,3,OBJ,LURE,stimuli/fractals/26c.jpg,0.234375,-0.1388888888888889,94.0,LLP,stimuli/fractals/26a.jpg,0.234375,-0.1388888888888889,stimuli/fractals/26a.jpg,stimuli/fractals/26b.jpg,stimuli/fractals/26c.jpg,0.234375,-0.1388888888888889,0.078125,-0.1388888888888889,0.234375,0.1388888888888889,-0.390625,0.1388888888888889
40,2000,,3,OBJ,TARGET,stimuli/fractals/114a.jpg,-0.390625,0.4166666666666667,97.0,LLP,stimuli/fractals/114a.jpg,-0.390625,0.4166666666666667,stimuli/fractals/114a.jpg,stimuli/fractals/114c.jpg,stimuli/fractals/114b.jpg,-0.390625,0.4166666666666667,-0.390625,0.1388888888888889,-0.234375,0.4166666666666667,0.390625,-0.4166666666666667
41,1000,,3,OBJ,TARGET,stimuli/fractals/73c.jpg,-0.390625,-0.1388888888888889,58.0,ERP,stimuli/fractals/73c.jpg,-0.390625,-0.1388888888888889,stimuli/fractals/73c.jpg,stimuli/fractals/73b.jpg,stimuli/fractals/73a.jpg,-0.390625,-0.1388888888888889,-0.390625,-0.4166666666666667,-0.390625,0.1388888888888889,0.390625,-0.4166666666666667
42,3000,,3,OBJ,LURE,stimuli/fractals/139c.jpg,-0.234375,-0.4166666666666667,44.0,OLP,stimuli/fractals/139a.jpg,-0.234375,-0.4166666666666667,stimuli/fractals/139a.jpg,stimuli/fractals/139b.jpg,stimuli/fractals/139c.jpg,-0.234375,-0.4166666666666667,-0.234375,-0.1388888888888889,-0.078125,-0.4166666666666667,0.390625,0.4166666666666667
43,1000,,3,OBJ,TARGET,stimuli/fractals/125a.jpg,-0.390625,0.1388888888888889,101.0,LLP,stimuli/fractals/125a.jpg,-0.390625,0.1388888888888889,stimuli/fractals/125a.jpg,stimuli/fractals/125c.jpg,stimuli/fractals/125b.jpg,-0.390625,0.1388888888888889,-0.234375,0.1388888888888889,-0.390625,-0.1388888888888889,0.390625,-0.1388888888888889
44,5000,,3,OBJ,TARGET,stimuli/fractals/38c.jpg,-0.234375,0.4166666666666667,71.0,ERP,stimuli/fractals/38c.jpg,-0.234375,0.4166666666666667,stimuli/fractals/38c.jpg,stimuli/fractals/38b.jpg,stimuli/fractals/38a.jpg,-0.234375,0.4166666666666667,-0.234375,0.1388888888888889,-0.078125,0.4166666666666667,0.078125,-0.4166666666666667
45,1000,,3,OBJ,TARGET,stimuli/fractals/3c.jpg,0.234375,-0.4166666666666667,108.0,LLP,stimuli/fractals/3c.jpg,0.234375,-0.4166666666666667,stimuli/fractals/3c.jpg,stimuli/fractals/3a.jpg,stimuli/fractals/3b.jpg,0.234375,-0.4166666666666667,0.234375,-0.1388888888888889,0.078125,-0.4166666666666667,-0.390625,-0.1388888888888889
46,3000,,3,OBJ,TARGET,stimuli/fractals/130b.jpg,0.390625,-0.1388888888888889,117.0,LLP,stimuli/fractals/130b.jpg,0.390625,-0.1388888888888889,stimuli/fractals/130b.jpg,stimuli/fractals/130a.jpg,stimuli/fractals/130c.jpg,0.390625,-0.1388888888888889,0.390625,-0.4166666666666667,0.234375,-0.1388888888888889,-0.234375,0.4166666666666667
47,1000,,3,OBJ,LURE,stimuli/fractals/110b.jpg,0.390625,-0.1388888888888889,53.0,OLP,stimuli/fractals/110a.jpg,0.390625,-0.1388888888888889,stimuli/fractals/110a.jpg,stimuli/fractals/110c.jpg,stimuli/fractals/110b.jpg,0.390625,-0.1388888888888889,0.390625,-0.4166666666666667,0.234375,-0.1388888888888889,-0.234375,0.1388888888888889
48,1000,,3,OBJ,LURE,stimuli/fractals/63c.jpg,-0.078125,0.4166666666666667,54.0,OLP,stimuli/fractals/63b.jpg,-0.078125,0.4166666666666667,stimuli/fractals/63b.jpg,stimuli/fractals/63a.jpg,stimuli/fractals/63c.jpg,-0.078125,0.4166666666666667,0.078125,0.4166666666666667,-0.234375,0.4166666666666667,0.390625,-0.4166666666666667
49,3000,,3,OBJ,FOIL,stimuli/fractals/124a.jpg,0.390625,-0.4166666666666667,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
50,2000,,3,OBJ,FOIL,stimuli/fractals/111b.jpg,-0.390625,-0.4166666666666667,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
51,3000,,3,OBJ,LURE,stimuli/fractals/113b.jpg,-0.078125,-0.1388888888888889,79.0,ERP,stimuli/fractals/113a.jpg,-0.078125,-0.1388888888888889,stimuli/fractals/113a.jpg,stimuli/fractals/113c.jpg,stimuli/fractals/113b.jpg,-0.078125,-0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.390625,0.4166666666666667
52,1000,,3,OBJ,LURE,stimuli/fractals/120b.jpg,-0.078125,-0.1388888888888889,64.0,OLP,stimuli/fractals/120c.jpg,-0.078125,-0.1388888888888889,stimuli/fractals/120c.jpg,stimuli/fractals/120a.jpg,stimuli/fractals/120b.jpg,-0.078125,-0.1388888888888889,-0.078125,-0.4166666666666667,-0.234375,-0.1388888888888889,0.390625,0.4166666666666667
53,2000,,3,OBJ,LURE,stimuli/fractals/14c.jpg,-0.078125,-0.4166666666666667,91.0,ERP,stimuli/fractals/14b.jpg,-0.078125,-0.4166666666666667,stimuli/fractals/14b.jpg,stimuli/fractals/14a.jpg,stimuli/fractals/14c.jpg,-0.078125,-0.4166666666666667,-0.234375,-0.4166666666666667,-0.078125,-0.1388888888888889,0.390625,0.4166666666666667
54,3000,,3,OBJ,LURE,stimuli/fractals/141a.jpg,0.078125,-0.1388888888888889,65.0,OLP,stimuli/fractals/141c.jpg,0.078125,-0.1388888888888889,stimuli/fractals/141c.jpg,stimuli/fractals/141b.jpg,stimuli/fractals/141a.jpg,0.078125,-0.1388888888888889,0.078125,-0.4166666666666667,0.234375,-0.1388888888888889,-0.390625,0.4166666666666667
55,2000,,4,LOC,LURE,stimuli/fractals/39b.jpg,0.234375,0.1388888888888889,118.0,LLP,stimuli/fractals/39b.jpg,0.078125,0.1388888888888889,stimuli/fractals/39b.jpg,stimuli/fractals/39a.jpg,stimuli/fractals/39c.jpg,0.078125,0.1388888888888889,-0.078125,0.1388888888888889,0.234375,0.1388888888888889,-0.390625,-0.4166666666666667
56,4000,,4,LOC,LURE,stimuli/fractals/1c.jpg,0.078125,-0.4166666666666667,68.0,OLP,stimuli/fractals/1c.jpg,0.234375,-0.4166666666666667,stimuli/fractals/1c.jpg,stimuli/fractals/1b.jpg,stimuli/fractals/1a.jpg,0.234375,-0.4166666666666667,0.390625,-0.4166666666666667,0.078125,-0.4166666666666667,-0.234375,0.1388888888888889
57,4000,,4,LOC,LURE,stimuli/fractals/133c.jpg,-0.078125,-0.1388888888888889,92.0,ERP,stimuli/fractals/133c.jpg,0.078125,-0.1388888888888889,stimuli/fractals/133c.jpg,stimuli/fractals/133a.jpg,stimuli/fractals/133b.jpg,0.078125,-0.1388888888888889,0.078125,0.1388888888888889,-0.078125,-0.1388888888888889,-0.390625,0.4166666666666667
58,1000,,4,LOC,FOIL,stimuli/fractals/127b.jpg,0.390625,-0.1388888888888889,70.0,OLP,stimuli/fractals/127b.jpg,-0.390625,0.1388888888888889,stimuli/fractals/127b.jpg,stimuli/fractals/127c.jpg,stimuli/fractals/127a.jpg,-0.390625,0.1388888888888889,-0.234375,0.1388888888888889,-0.390625,-0.1388888888888889,0.390625,-0.1388888888888889
59,5000,,4,LOC,FOIL,stimuli/fractals/48a.jpg,-0.390625,0.4166666666666667,121.0,LLP,stimuli/fractals/48a.jpg,0.234375,-0.1388888888888889,stimuli/fractals/48a.jpg,stimuli/fractals/48c.jpg,stimuli/fractals/48b.jpg,0.234375,-0.1388888888888889,0.390625,-0.1388888888888889,0.234375,0.1388888888888889,-0.390625,0.4166666666666667
60,3000,,4,LOC,LURE,stimuli/fractals/50b.jpg,-0.078125,-0.1388888888888889,76.0,OLP,stimuli/fractals/50b.jpg,0.078125,-0.1388888888888889,stimuli/fractals/50b.jpg,stimuli/fractals/50a.jpg,stimuli/fractals/50c.jpg,0.078125,-0.1388888888888889,0.078125,0.1388888888888889,-0.078125,-0.1388888888888889,-0.390625,0.4166666666666667
61,1000,,4,LOC,TARGET,stimuli/fractals/52a.jpg,-0.078125,0.1388888888888889,130.0,LLP,stimuli/fractals/52a.jpg,-0.078125,0.1388888888888889,stimuli/fractals/52a.jpg,stimuli/fractals/52b.jpg,stimuli/fractals/52c.jpg,-0.078125,0.1388888888888889,0.078125,0.1388888888888889,-0.078125,0.4166666666666667,0.390625,-0.4166666666666667
62,1000,,4,LOC,TARGET,stimuli/fractals/32a.jpg,-0.078125,0.1388888888888889,78.0,OLP,stimuli/fractals/32a.jpg,-0.078125,0.1388888888888889,stimuli/fractals/32a.jpg,stimuli/fractals/32c.jpg,stimuli/fractals/32b.jpg,-0.078125,0.1388888888888889,-0.234375,0.1388888888888889,-0.078125,-0.1388888888888889,0.390625,-0.4166666666666667
63,1000,,4,LOC,FOIL,stimuli/fractals/80a.jpg,0.390625,-0.4166666666666667,131.0,LLP,stimuli/fractals/80a.jpg,-0.234375,0.1388888888888889,stimuli/fractals/80a.jpg,stimuli/fractals/80c.jpg,stimuli/fractals/80b.jpg,-0.234375,0.1388888888888889,-0.234375,0.4166666666666667,-0.234375,-0.1388888888888889,0.390625,-0.4166666666666667
64,1000,,4,LOC,LURE,stimuli/fractals/96a.jpg,-0.390625,-0.1388888888888889,86.0,OLP,stimuli/fractals/96a.jpg,-0.234375,-0.1388888888888889,stimuli/fractals/96a.jpg,stimuli/fractals/96b.jpg,stimuli/fractals/96c.jpg,-0.234375,-0.1388888888888889,-0.234375,-0.4166666666666667,-0.390625,-0.1388888888888889,0.390625,-0.4166666666666667
65,2000,,4,LOC,LURE,stimuli/fractals/69a.jpg,0.390625,0.1388888888888889,88.0,OLP,stimuli/fractals/69a.jpg,0.390625,0.4166666666666667,stimuli/fractals/69a.jpg,stimuli/fractals/69b.jpg,stimuli/fractals/69c.jpg,0.390625,0.4166666666666667,0.234375,0.4166666666666667,0.390625,0.1388888888888889,-0.234375,0.1388888888888889
66,1000,,4,LOC,TARGET,stimuli/fractals/126a.jpg,0.078125,0.4166666666666667,93.0,OLP,stimuli/fractals/126a.jpg,0.078125,0.4166666666666667,stimuli/fractals/126a.jpg,stimuli/fractals/126b.jpg,stimuli/fractals/126c.jpg,0.078125,0.4166666666666667,0.234375,0.4166666666666667,-0.078125,0.4166666666666667,-0.390625,-0.4166666666666667
67,4000,,4,LOC,LURE,stimuli/fractals/55a.jpg,-0.234375,-0.4166666666666667,98.0,ERP,stimuli/fractals/55a.jpg,-0.234375,-0.1388888888888889,stimuli/fractals/55a.jpg,stimuli/fractals/55c.jpg,stimuli/fractals/55b.jpg,-0.234375,-0.1388888888888889,-0.390625,-0.1388888888888889,-0.234375,-0.4166666666666667,0.390625,0.1388888888888889
68,2000,,4,LOC,LURE,stimuli/fractals/67b.jpg,0.078125,0.1388888888888889,106.0,ERP,stimuli/fractals/67b.jpg,-0.078125,0.1388888888888889,stimuli/fractals/67b.jpg,stimuli/fractals/67a.jpg,stimuli/fractals/67c.jpg,-0.078125,0.1388888888888889,-0.234375,0.1388888888888889,0.078125,0.1388888888888889,0.390625,-0.4166666666666667
69,3000,,4,LOC,LURE,stimuli/fractals/129c.jpg,-0.078125,-0.1388888888888889,110.0,ERP,stimuli/fractals/129c.jpg,-0.078125,0.1388888888888889,stimuli/fractals/129c.jpg,stimuli/fractals/129b.jpg,stimuli/fractals/129a.jpg,-0.078125,0.1388888888888889,0.078125,0.1388888888888889,-0.078125,-0.1388888888888889,0.390625,-0.4166666666666667
70,500,,4,LOC,TARGET,stimuli/fractals/19b.jpg,-0.078125,-0.1388888888888889,107.0,OLP,stimuli/fractals/19b.jpg,-0.078125,-0.1388888888888889,stimuli/fractals/19b.jpg,stimuli/fractals/19c.jpg,stimuli/fractals/19a.jpg,-0.078125,-0.1388888888888889,-0.078125,-0.4166666666666667,-0.234375,-0.1388888888888889,0.390625,0.4166666666666667
71,1000,,4,LOC,TARGET,stimuli/fractals/91c.jpg,0.390625,-0.4166666666666667,138.0,LLP,stimuli/fractals/91c.jpg,0.390625,-0.4166666666666667,stimuli/fractals/91c.jpg,stimuli/fractals/91a.jpg,stimuli/fractals/91b.jpg,0.390625,-0.4166666666666667,0.234375,-0.4166666666666667,0.390625,-0.1388888888888889,-0.390625,0.1388888888888889
72,2000,,4,LOC,FOIL,stimuli/fractals/4a.jpg,0.390625,-0.1388888888888889,109.0,OLP,stimuli/fractals/4a.jpg,-0.390625,0.4166666666666667,stimuli/fractals/4a.jpg,stimuli/fractals/4b.jpg,stimuli/fractals/4c.jpg,-0.390625,0.4166666666666667,-0.234375,0.4166666666666667,-0.390625,0.1388888888888889,0.390625,-0.1388888888888889
73,1000,,5,OBJ,LURE,stimuli/fractals/144b.jpg,-0.234375,0.4166666666666667,128.0,OLP,stimuli/fractals/144a.jpg,-0.234375,0.4166666666666667,stimuli/fractals/144a.jpg,stimuli/fractals/144c.jpg,stimuli/fractals/144b.jpg,-0.234375,0.4166666666666667,-0.078125,0.4166666666666667,-0.234375,0.1388888888888889,0.390625,-0.1388888888888889
74,2000,,5,OBJ,FOIL,stimuli/fractals/93b.jpg,-0.390625,0.4166666666666667,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
75,500,,5,OBJ,TARGET,stimuli/fractals/119a.jpg,0.234375,-0.4166666666666667,116.0,ERP,stimuli/fractals/119a.jpg,0.234375,-0.4166666666666667,stimuli/fractals/119a.jpg,stimuli/fractals/119b.jpg,stimuli/fractals/119c.jpg,0.234375,-0.4166666666666667,0.078125,-0.4166666666666667,0.390625,-0.4166666666666667,-0.390625,0.4166666666666667
