TrialIndex,Jitter,ScannerRun,StimType,Order,Delay,CurrentImage,CurrentX,CurrentY,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil
105.0,1000.0,2.0,BL,0.0,0.0,stimuli/fractals/32a.jpg,-0.390625,-0.4166666666666667,stimuli/fractals/32a.jpg,stimuli/fractals/32b.jpg,stimuli/fractals/32c.jpg,-0.390625,-0.4166666666666667,-0.234375,-0.4166666666666667,-0.390625,-0.1388888888888889,0.078125,0.1388888888888889
106.0,1000.0,2.0,ERP,1.0,4.0,stimuli/fractals/87c.jpg,-0.078125,0.1388888888888889,stimuli/fractals/87c.jpg,stimuli/fractals/87a.jpg,stimuli/fractals/87b.jpg,-0.078125,0.1388888888888889,-0.234375,0.1388888888888889,0.078125,0.1388888888888889,0.390625,-0.4166666666666667
107.0,1000.0,2.0,OLP,1.0,5.0,stimuli/fractals/139b.jpg,-0.078125,-0.1388888888888889,stimuli/fractals/139b.jpg,stimuli/fractals/139c.jpg,stimuli/fractals/139a.jpg,-0.078125,-0.1388888888888889,-0.078125,-0.4166666666666667,-0.234375,-0.1388888888888889,0.390625,0.4166666666666667
108.0,5000.0,2.0,LLP,1.0,5.0,stimuli/fractals/38c.jpg,0.234375,-0.4166666666666667,stimuli/fractals/38c.jpg,stimuli/fractals/38a.jpg,stimuli/fractals/38b.jpg,0.234375,-0.4166666666666667,0.234375,-0.1388888888888889,0.078125,-0.4166666666666667,-0.390625,-0.1388888888888889
109.0,2000.0,2.0,OLP,1.0,2.0,stimuli/fractals/73b.jpg,-0.390625,0.4166666666666667,stimuli/fractals/73b.jpg,stimuli/fractals/73c.jpg,stimuli/fractals/73a.jpg,-0.390625,0.4166666666666667,-0.234375,0.4166666666666667,-0.390625,0.1388888888888889,0.390625,-0.1388888888888889
110.0,1000.0,2.0,ERP,1.0,4.0,stimuli/fractals/54a.jpg,-0.078125,0.1388888888888889,stimuli/fractals/54a.jpg,stimuli/fractals/54c.jpg,stimuli/fractals/54b.jpg,-0.078125,0.1388888888888889,0.078125,0.1388888888888889,-0.078125,-0.1388888888888889,0.390625,-0.4166666666666667
111.0,2000.0,2.0,ERP,2.0,0.0,stimuli/fractals/87c.jpg,-0.078125,0.1388888888888889,stimuli/fractals/87c.jpg,stimuli/fractals/87a.jpg,stimuli/fractals/87b.jpg,-0.078125,0.1388888888888889,-0.234375,0.1388888888888889,0.078125,0.1388888888888889,0.390625,-0.4166666666666667
112.0,5000.0,2.0,OLP,2.0,0.0,stimuli/fractals/73c.jpg,-0.390625,0.4166666666666667,stimuli/fractals/73b.jpg,stimuli/fractals/73c.jpg,stimuli/fractals/73a.jpg,-0.390625,0.4166666666666667,-0.234375,0.4166666666666667,-0.390625,0.1388888888888889,0.390625,-0.1388888888888889
113.0,1000.0,2.0,OLP,2.0,0.0,stimuli/fractals/139c.jpg,-0.078125,-0.1388888888888889,stimuli/fractals/139b.jpg,stimuli/fractals/139c.jpg,stimuli/fractals/139a.jpg,-0.078125,-0.1388888888888889,-0.078125,-0.4166666666666667,-0.234375,-0.1388888888888889,0.390625,0.4166666666666667
114.0,1000.0,2.0,LLP,2.0,0.0,stimuli/fractals/38c.jpg,0.234375,-0.1388888888888889,stimuli/fractals/38c.jpg,stimuli/fractals/38a.jpg,stimuli/fractals/38b.jpg,0.234375,-0.4166666666666667,0.234375,-0.1388888888888889,0.078125,-0.4166666666666667,-0.390625,-0.1388888888888889
