TrialIndex,Jitter,ScannerRun,BlockNr,TrialType,StimType,CurrentImage,CurrentX,CurrentY,EncodingTrialIndex,EncodingStimType,EncodingImage,EncodingXcoordinate,EncodingYcoordinate,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil
1,500,,1,OBJ,FOIL,stimuli/fractals/131b.jpg,0.234375,-0.1388888888888889,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
2,1000,,1,OBJ,LURE,stimuli/fractals/42a.jpg,-0.234375,0.1388888888888889,1.0,OLP,stimuli/fractals/42c.jpg,-0.234375,0.1388888888888889,stimuli/fractals/42c.jpg,stimuli/fractals/42b.jpg,stimuli/fractals/42a.jpg,-0.234375,0.1388888888888889,-0.234375,-0.1388888888888889,-0.078125,0.1388888888888889,0.234375,-0.4166666666666667
3,2000,,1,OBJ,TARGET,stimuli/fractals/64a.jpg,-0.078125,0.4166666666666667,2.0,OLP,stimuli/fractals/64a.jpg,-0.078125,0.4166666666666667,stimuli/fractals/64a.jpg,stimuli/fractals/64c.jpg,stimuli/fractals/64b.jpg,-0.078125,0.4166666666666667,-0.234375,0.4166666666666667,-0.078125,0.1388888888888889,-0.390625,-0.4166666666666667
4,3000,,1,OBJ,FOIL,stimuli/fractals/5b.jpg,-0.390625,0.4166666666666667,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
5,2000,,1,OBJ,TARGET,stimuli/fractals/6a.jpg,0.390625,-0.4166666666666667,12.0,OLP,stimuli/fractals/6a.jpg,0.390625,-0.4166666666666667,stimuli/fractals/6a.jpg,stimuli/fractals/6c.jpg,stimuli/fractals/6b.jpg,0.390625,-0.4166666666666667,0.390625,-0.1388888888888889,0.234375,-0.4166666666666667,-0.390625,0.4166666666666667
6,1000,,1,OBJ,FOIL,stimuli/fractals/132b.jpg,-0.078125,-0.4166666666666667,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
7,3000,,1,OBJ,TARGET,stimuli/fractals/26b.jpg,-0.234375,0.4166666666666667,18.0,OLP,stimuli/fractals/26b.jpg,-0.234375,0.4166666666666667,stimuli/fractals/26b.jpg,stimuli/fractals/26a.jpg,stimuli/fractals/26c.jpg,-0.234375,0.4166666666666667,-0.234375,0.1388888888888889,-0.078125,0.4166666666666667,0.390625,-0.4166666666666667
8,1000,,1,OBJ,TARGET,stimuli/fractals/4a.jpg,0.078125,0.4166666666666667,4.0,ERP,stimuli/fractals/4a.jpg,0.078125,0.4166666666666667,stimuli/fractals/4a.jpg,stimuli/fractals/4b.jpg,stimuli/fractals/4c.jpg,0.078125,0.4166666666666667,0.234375,0.4166666666666667,0.078125,0.1388888888888889,-0.390625,-0.1388888888888889
9,2000,,1,OBJ,TARGET,stimuli/fractals/7c.jpg,0.390625,0.1388888888888889,8.0,ERP,stimuli/fractals/7c.jpg,0.390625,0.1388888888888889,stimuli/fractals/7c.jpg,stimuli/fractals/7b.jpg,stimuli/fractals/7a.jpg,0.390625,0.1388888888888889,0.390625,-0.1388888888888889,0.390625,0.4166666666666667,-0.234375,0.4166666666666667
10,2000,,1,OBJ,FOIL,stimuli/fractals/68c.jpg,-0.078125,-0.4166666666666667,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
11,6000,,1,OBJ,LURE,stimuli/fractals/25a.jpg,0.390625,0.4166666666666667,3.0,LLP,stimuli/fractals/25c.jpg,0.390625,0.4166666666666667,stimuli/fractals/25c.jpg,stimuli/fractals/25b.jpg,stimuli/fractals/25a.jpg,0.390625,0.4166666666666667,0.234375,0.4166666666666667,0.390625,0.1388888888888889,-0.078125,-0.4166666666666667
12,2000,,1,OBJ,FOIL,stimuli/fractals/3b.jpg,-0.390625,-0.4166666666666667,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
